,life_exp_max,tfr_scenario,tfr_scenario_t,start_converge_t,converge_speed_t,location,year,life_exp,fertility,population,births,deaths,years_lived,fertility_t,population_t,births_t,deaths_t,years_lived_t
5464,100.0,1.66,replacement,2300.0,medium,World,2385,100.002,1.66,2205532703.205,75036040.995,149646732.09,10624994743.762,2.045,2706031639.06,132921075.226,149664275.848,13127433108.152
5465,100.0,1.66,replacement,2300.0,medium,World,2390,100.004,1.66,2130922012.11,72492449.128,144606690.427,10265489454.763,2.045,2689288438.439,133071454.672,144674540.183,13057137136.942
5466,100.0,1.66,replacement,2300.0,medium,World,2395,100.004,1.66,2058807770.812,70035258.981,139745685.761,9917998128.321,2.045,2677685352.927,133237584.152,140328639.235,13010880265.318
5467,100.0,1.66,replacement,2300.0,medium,World,2400,100.004,1.66,1989097344.033,67661505.804,135038668.174,9582114835.663,2.045,2670594297.844,133282934.977,137215492.318,12983885922.495
5468,100.0,1.66,replacement,2300.0,medium,World,2405,100.004,1.66,1921720181.662,65368263.035,130481859.807,9257497291.213,2.045,2666661740.503,133198857.244,135406079.34,12969001684.915
5469,100.0,1.66,replacement,2300.0,medium,World,2410,100.004,1.66,1856606584.89,63152733.52,126071884.96,8943805407.283,2.045,2664454518.407,133085555.518,134200086.049,12961222404.089
5470,100.0,1.66,replacement,2300.0,medium,World,2415,100.004,1.66,1793687433.45,61012285.4,121805729.062,8640700561.039,2.045,2663339987.876,133042641.73,133350414.17,12957978820.155
5471,100.0,1.66,replacement,2300.0,medium,World,2420,100.004,1.66,1732893989.788,58944419.618,117680587.551,8347845626.129,2.045,2663032215.436,133086474.511,132882840.086,12957750991.233
5472,100.0,1.66,replacement,2300.0,medium,World,2425,100.004,1.66,1674157821.855,56946713.58,113693494.56,8064905824.929,2.045,2663235849.86,133159116.259,132955290.138,12958616244.359
5473,100.0,1.66,replacement,2300.0,medium,World,2430,100.004,1.66,1617411040.874,55016790.126,109840905.439,7791550894.487,2.045,2663439675.981,133194614.444,133391501.306,12958427601.888
5474,100.0,1.66,replacement,2300.0,medium,World,2435,100.004,1.66,1562586925.561,53152325.507,106118614.654,7527458304.204,2.045,2663242789.119,133173582.077,133625459.161,12956736552.734
5475,100.0,1.66,replacement,2300.0,medium,World,2440,100.004,1.66,1509620636.414,51351075.115,102522096.282,7272315857.103,2.045,2662790912.036,133126841.483,133370542.89,12955252554.399
5476,100.0,1.66,replacement,2300.0,medium,World,2445,100.004,1.66,1458449615.247,49610888.727,99046965.908,7025822440.179,2.045,2662547210.628,133098140.321,133068385.512,12954875055.971
5477,100.0,1.66,replacement,2300.0,medium,World,2450,100.004,1.66,1409013538.067,47929704.78,95689222.322,6787687145.937,2.045,2662576965.438,133105692.509,132922178.661,12955422551.66
5478,100.0,1.66,replacement,2300.0,medium,World,2455,100.004,1.66,1361254020.524,46305533.401,92445173.912,6557627991.854,2.045,2662760479.285,133133970.524,132985246.879,12956159498.369
5479,100.0,1.66,replacement,2300.0,medium,World,2460,100.004,1.66,1315114380.013,44736443.719,89311216.26,6335371302.984,2.045,2662909202.93,133154776.412,133164807.529,12956399761.495
5480,100.0,1.66,replacement,2300.0,medium,World,2465,100.004,1.66,1270539607.472,43220562.274,86283686.464,6120651930.41,2.045,2662899171.813,133153056.659,133290071.122,12956003232.084
5481,100.0,1.66,replacement,2300.0,medium,World,2470,100.004,1.66,1227476483.282,41756077.988,83358889.123,5913213741.82,2.045,2662762157.35,133135573.612,133264343.009,12955398883.246
5482,100.0,1.66,replacement,2300.0,medium,World,2475,100.004,1.66,1185873672.148,40341245.357,80533224.978,5712809752.828,2.045,2662633387.953,133119967.389,133143534.754,12955097490.442
5483,100.0,1.66,replacement,2300.0,medium,World,2480,100.004,1.66,1145681692.526,38974381.98,77803292.79,5519201716.67,2.045,2662609820.588,133117930.831,133051587.057,12955232142.441
5484,100.0,1.66,replacement,2300.0,medium,World,2485,100.004,1.66,1106852781.715,37653862.823,75165893.685,5332159451.592,2.045,2662676164.362,133127384.647,133053954.893,12955549446.417
5485,100.0,1.66,replacement,2300.0,medium,World,2490,100.004,1.66,1069340750.854,36378115.752,72617963.285,5151460298.405,2.045,2662749594.116,133137610.162,133123372.043,12955719195.071
5486,100.0,1.66,replacement,2300.0,medium,World,2495,100.004,1.66,1033100903.321,35145620.317,70156504.206,4976888882.558,2.045,2662763832.234,133139968.233,133187846.799,12955613237.969
5487,100.0,1.66,replacement,2300.0,medium,World,2500,100.004,1.66,998090019.432,33954908.181,67778568.201,4808237073.362,2.045,2662715953.669,133134252.284,133196876.17,12955354635.377
5488,100.0,1.66,replacement,2300.0,medium,World,2505,100.004,1.66,964266359.412,32804562.5,65481283.257,4645303922.251,2.045,2662653329.783,133126732.279,133156199.062,12955158668.788
5489,100.0,1.66,replacement,2300.0,medium,World,2510,100.004,1.66,931589638.655,31693215.328,63261887.851,4487895452.63,2.045,2662623863.0,133123547.382,133110359.014,12955137612.357
5490,100.0,1.66,replacement,2300.0,medium,World,2515,100.004,1.66,900020966.132,30619544.327,61117741.435,4335824332.321,2.045,2662637051.368,133125861.27,133097166.328,12955235612.546
5491,100.0,1.66,replacement,2300.0,medium,World,2520,100.004,1.66,869522769.025,29582270.589,59046308.852,4188909542.941,2.045,2662665746.311,133130177.273,133118704.758,12955315723.133
5492,100.0,1.66,replacement,2300.0,medium,World,2525,100.004,1.66,840058730.762,28580158.054,57045137.346,4046976129.676,2.045,2662677218.826,133132272.478,133148800.966,12955289863.159
5493,100.0,1.66,replacement,2300.0,medium,World,2530,100.004,1.66,811593751.47,27612013.438,55111844.16,3909855031.325,2.045,2662660690.338,133130730.771,133161081.094,12955176376.38
5494,100.0,1.66,replacement,2300.0,medium,World,2535,100.004,1.66,784093920.748,26676685.288,53244118.232,3777382935.815,2.045,2662630340.014,133127374.873,133149898.942,12955058533.878
5495,100.0,1.66,replacement,2300.0,medium,World,2540,100.004,1.66,757526487.804,25773061.818,51439727.257,3649402112.288,2.045,2662607815.946,133125023.254,133129643.125,12955002233.987
5496,100.0,1.66,replacement,2300.0,medium,World,2545,100.004,1.66,731859822.365,24900068.357,49696520.421,3525760211.525,2.045,2662603196.076,133125008.629,133118367.726,12955008139.047
5497,100.0,1.66,replacement,2300.0,medium,World,2550,100.004,1.66,707063370.301,24056665.554,48012424.297,3406310058.059,2.045,2662609836.978,133126481.627,133122525.801,12955027475.361
5498,100.0,1.66,replacement,2300.0,medium,World,2555,100.004,1.66,683107611.559,23241848.691,46385435.986,3290909458.853,2.045,2662613792.804,133127614.701,133134706.402,12955013037.563
5499,100.0,1.66,replacement,2300.0,medium,World,2560,100.004,1.66,659964024.263,22454647.498,44813618.349,3179421035.077,2.045,2662606701.103,133127290.648,133142966.641,12954956124.542
5500,100.0,1.66,replacement,2300.0,medium,World,2565,100.004,1.66,637605053.412,21694125.556,43295098.539,3071712067.603,2.045,2662591025.11,133125820.388,133141428.909,12954883748.347
5501,100.0,1.66,replacement,2300.0,medium,World,2570,100.004,1.66,616004080.429,20959378.884,41828067.646,2967654345.042,2.045,2662575416.589,133124354.23,133133428.8,12954828380.814
5502,100.0,1.66,replacement,2300.0,medium,World,2575,100.004,1.66,595135391.666,20249534.068,40410779.13,2867124011.143,2.045,2662566342.02,133123766.335,133126597.251,12954801003.297
5503,100.0,1.66,replacement,2300.0,medium,World,2580,100.004,1.66,574974146.605,19563746.668,39041545.802,2770001415.084,2.045,2662563511.104,133124023.493,133125765.782,12954787820.38
5504,100.0,1.66,replacement,2300.0,medium,World,2585,100.004,1.66,555496347.471,18901200.292,37718736.865,2676170968.217,2.045,2662561768.815,133124425.228,133129832.007,12954767282.833
5505,100.0,1.66,replacement,2300.0,medium,World,2590,100.004,1.66,536678810.897,18261106.184,36440776.208,2585521006.827,2.045,2662556362.035,133124319.236,133134086.237,12954728965.987
5506,100.0,1.66,replacement,2300.0,medium,World,2595,100.004,1.66,518499140.873,17642702.786,35206141.639,2497943658.382,2.045,2662546595.034,133123611.397,133134819.427,12954679012.0
5507,100.0,1.66,replacement,2300.0,medium,World,2600,100.004,1.66,500935702.02,17045254.885,34013363.809,2413334710.399,2.045,2662535387.004,133122711.642,133132012.221,12954631207.388
5508,100.0,1.66,replacement,2300.0,medium,World,2605,100.004,1.66,483967593.095,16468052.385,32861024.01,2331593483.881,2.045,2662526086.425,133122089.369,133128452.055,12954594263.714
5509,100.0,1.66,replacement,2300.0,medium,World,2610,100.004,1.66,467574621.47,15910409.047,31747751.308,2252622713.672,2.045,2662519723.739,133121883.435,133126847.949,12954566217.154
5510,100.0,1.66,replacement,2300.0,medium,World,2615,100.004,1.66,451737279.209,15371661.528,30672220.141,2176328435.599,2.045,2662514759.225,133121866.265,133127706.69,12954538583.631
5511,100.0,1.66,replacement,2300.0,medium,World,2620,100.004,1.66,436436720.596,14851168.79,29633149.07,2102619877.565,2.045,2662508918.799,133121710.173,133129462.048,12954504617.837
5512,100.0,1.66,replacement,2300.0,medium,World,2625,100.004,1.66,421654740.316,14348311.643,28629300.314,2031409351.652,2.045,2662501166.924,133121273.753,133130212.056,12954464196.691
5513,100.0,1.66,replacement,2300.0,medium,World,2630,100.004,1.66,407373751.645,13862492.171,27659479.08,1962612146.797,2.045,2662492228.621,133120673.751,133129306.06,12954422316.07
5514,100.0,1.66,replacement,2300.0,medium,World,2635,100.004,1.66,393576764.736,13393132.938,26722532.024,1896146424.336,2.045,2662483596.312,133120132.781,133127562.673,12954383925.256
5515,100.0,1.66,replacement,2300.0,medium,World,2640,100.004,1.66,380247365.65,12939676.09,25817345.032,1831933119.159,2.045,2662476166.42,133119775.736,133126271.96,12954350037.57
5516,100.0,1.66,replacement,2300.0,medium,World,2645,100.004,1.66,367369696.708,12501582.529,24942841.104,1769895847.185,2.045,2662469670.196,133119550.605,133126059.78,12954317868.856
5517,100.0,1.66,replacement,2300.0,medium,World,2650,100.004,1.66,354928438.133,12078331.288,24097978.978,1709960817.311,2.045,2662463161.02,133119310.052,133126546.527,12954283936.219
5518,100.0,1.66,replacement,2300.0,medium,World,2655,100.004,1.66,342908790.443,11669419.034,23281752.477,1652056745.143,2.045,2662455924.545,133118952.133,133126884.495,12954246976.258
5519,100.0,1.66,replacement,2300.0,medium,World,2660,100.004,1.66,331296457.001,11274359.601,22493189.995,1596114767.171,2.045,2662447992.184,133118493.023,133126542.163,12954208424.446
5520,100.0,1.66,replacement,2300.0,medium,World,2665,100.004,1.66,320077626.607,10892683.435,21731353.569,1542068356.286,2.045,2662439943.044,133118027.701,133125654.697,12954170647.502
5521,100.0,1.66,replacement,2300.0,medium,World,2670,100.004,1.66,309238956.473,10523936.962,20995337.408,1489853240.6,2.045,2662432316.048,133117635.159,133124761.976,12954134848.563
5522,100.0,1.66,replacement,2300.0,medium,World,2675,100.004,1.66,298767556.027,10167681.955,20284266.265,1439407326.86,2.045,2662425189.231,133117317.497,133124283.852,12954100379.377
5523,100.0,1.66,replacement,2300.0,medium,World,2680,100.004,1.66,288650971.717,9823494.972,19597294.102,1390670628.025,2.045,2662418222.877,133117015.152,133124211.554,12954065681.646
5524,100.0,1.66,replacement,2300.0,medium,World,2685,100.004,1.66,278877172.586,9490966.878,18933603.241,1343585193.416,2.045,2662411026.475,133116669.208,133124212.55,12954029737.603
5525,100.0,1.66,replacement,2300.0,medium,World,2690,100.004,1.66,269434536.224,9169702.429,18292403.787,1298095040.054,2.045,2662403483.132,133116269.526,133123971.061,12953992760.062
5526,100.0,1.66,replacement,2300.0,medium,World,2695,100.004,1.66,260311834.866,8859319.835,17672932.978,1254146084.981,2.045,2662395781.597,133115852.364,133123438.086,12953955743.869
5527,100.0,1.66,replacement,2300.0,medium,World,2700,100.004,1.66,251498221.723,8559450.298,17074454.242,1211686079.444,2.045,2662388195.875,133115460.396,133122810.646,12953919492.76
5528,100.0,1.66,replacement,2300.0,medium,World,2705,100.004,1.66,242983217.779,8269737.531,16496256.059,1170664545.976,2.045,2662380845.625,133115106.163,133122317.665,12953884017.156
5529,100.0,1.66,replacement,2300.0,medium,World,2710,100.004,1.66,234756699.251,7989837.306,15937650.861,1131032718.639,2.045,2662373634.124,133114768.314,133122028.045,12953848702.717
5530,100.0,1.66,replacement,2300.0,medium,World,2715,100.004,1.66,226808885.696,7719417.041,15397974.166,1092743485.867,2.045,2662366374.393,133114416.638,133121830.74,12953812943.599
5531,100.0,1.66,replacement,2300.0,medium,World,2720,100.004,1.66,219130328.572,7458155.42,14876583.938,1055751334.976,2.045,2662358960.291,133114039.007,133121564.712,12953776628.932
5532,100.0,1.66,replacement,2300.0,medium,World,2725,100.004,1.66,211711900.053,7205742.036,14372860.017,1020012297.841,2.045,2662351434.586,133113647.52,133121160.544,12953740123.19
5533,100.0,1.66,replacement,2300.0,medium,World,2730,100.004,1.66,204544782.072,6961877.029,13886203.456,985483897.876,2.045,2662343921.563,133113263.206,133120676.45,12953703867.169
5534,100.0,1.66,replacement,2300.0,medium,World,2735,100.004,1.66,197620455.645,6726270.72,13416035.734,952125098.843,2.045,2662336508.319,133112896.587,133120222.755,12953668004.583
5535,100.0,1.66,replacement,2300.0,medium,World,2740,100.004,1.66,190930690.631,6498643.247,12961797.932,919896255.832,2.045,2662329182.151,133112541.145,133119860.642,12953632330.577
5536,100.0,1.66,replacement,2300.0,medium,World,2745,100.004,1.66,184467535.946,6278724.228,12522949.981,888759068.365,2.045,2662321862.655,133112182.405,133119563.151,12953596533.888
5537,100.0,1.66,replacement,2300.0,medium,World,2750,100.004,1.66,178223310.194,6066252.44,12098970.041,858676535.202,2.045,2662314481.909,133111811.753,133119256.557,12953560472.689
5538,100.0,1.66,replacement,2300.0,medium,World,2755,100.004,1.66,172190592.594,5860975.52,11689353.967,829612910.435,2.045,2662307037.105,133111432.435,133118890.836,12953524252.961
5539,100.0,1.66,replacement,2300.0,medium,World,2760,100.004,1.66,166362214.146,5662649.665,11293614.78,801533660.751,2.045,2662299578.704,133111054.35,133118475.354,12953488088.458
5540,100.0,1.66,replacement,2300.0,medium,World,2765,100.004,1.66,160731249.031,5471039.347,10911282.093,774405423.982,2.045,2662292157.7,133110684.333,133118058.185,12953452103.322
5541,100.0,1.66,replacement,2300.0,medium,World,2770,100.004,1.66,155291006.286,5285917.026,10541901.496,748195969.168,2.045,2662284783.848,133110321.012,133117678.241,12953416250.451
5542,100.0,1.66,replacement,2300.0,medium,World,2775,100.004,1.66,150035021.816,5107062.871,10185033.965,722874158.193,2.045,2662277426.619,133109957.635,133117335.355,12953380387.113
5543,100.0,1.66,replacement,2300.0,medium,World,2780,100.004,1.66,144957050.722,4934264.503,9840255.319,698409908.883,2.045,2662270048.899,133109588.864,133116998.96,12953344412.166
5544,100.0,1.66,replacement,2300.0,medium,World,2785,100.004,1.66,140051059.905,4767316.74,9507155.739,674774159.332,2.045,2662262638.804,133109215.017,133116639.868,12953308339.558
5545,100.0,1.66,replacement,2300.0,medium,World,2790,100.004,1.66,135311220.907,4606021.361,9185339.314,651938833.307,2.045,2662255213.952,133108840.684,133116254.01,12953272261.826
5546,100.0,1.66,replacement,2300.0,medium,World,2795,100.004,1.66,130731902.954,4450186.864,8874423.597,629876806.708,2.045,2662247800.626,133108470.008,133115860.313,12953236257.281
5547,100.0,1.66,replacement,2300.0,medium,World,2800,100.004,1.66,126307666.221,4299628.243,8574039.133,608561875.14,2.045,2662240410.321,133108103.259,133115480.065,12953200329.055
5548,100.0,1.66,replacement,2300.0,medium,World,2805,100.004,1.66,122033255.33,4154166.761,8283828.999,587968722.666,2.045,2662233033.514,133107737.34,133115118.797,12953164419.028
5549,100.0,1.66,replacement,2300.0,medium,World,2810,100.004,1.66,117903593.092,4013629.74,8003448.357,568072891.697,2.045,2662225652.058,133107369.045,133114765.119,12953128468.93
5550,100.0,1.66,replacement,2300.0,medium,World,2815,100.004,1.66,113913774.476,3877850.357,7732564.05,548850753.945,2.045,2662218255.984,133106997.787,133114403.835,12953092468.183
5551,100.0,1.66,replacement,2300.0,medium,World,2820,100.004,1.66,110059060.782,3746667.44,7470854.216,530279482.334,2.045,2662210849.936,133106625.612,133114029.385,12953056452.068
5552,100.0,1.66,replacement,2300.0,medium,World,2825,100.004,1.66,106334874.006,3619925.285,7218007.916,512337023.803,2.045,2662203446.163,133106254.993,133113648.405,12953020462.564
5553,100.0,1.66,replacement,2300.0,medium,World,2830,100.004,1.66,102736791.375,3497473.466,6973724.767,495002073.002,2.045,2662196052.75,133105886.67,133113271.575,12952984512.279
5554,100.0,1.66,replacement,2300.0,medium,World,2835,100.004,1.66,99260540.074,3379166.653,6737714.579,478254046.887,2.045,2662188667.845,133105519.344,133112903.84,12952948580.555
5555,100.0,1.66,replacement,2300.0,medium,World,2840,100.004,1.66,95901992.147,3264864.444,6509696.999,462073060.215,2.045,2662181283.349,133105151.132,133112541.492,12952912637.918
5556,100.0,1.66,replacement,2300.0,medium,World,2845,100.004,1.66,92657159.593,3154431.196,6289401.171,446439901.891,2.045,2662173892.989,133104781.243,133112177.102,12952876672.448
5557,100.0,1.66,replacement,2300.0,medium,World,2850,100.004,1.66,89522189.618,3047735.861,6076565.424,431336012.126,2.045,2662166497.129,133104410.439,133111806.536,12952840695.792
5558,100.0,1.66,replacement,2300.0,medium,World,2855,100.004,1.66,86493360.055,2944651.836,5870936.958,416743460.346,2.045,2662159101.032,133104040.127,133111431.741,12952804728.27
5559,100.0,1.66,replacement,2300.0,medium,World,2860,100.004,1.66,83567074.932,2845056.807,5672271.551,402644923.841,2.045,2662151709.417,133103671.078,133111057.855,12952768780.013
5560,100.0,1.66,replacement,2300.0,medium,World,2865,100.004,1.66,80739860.188,2748832.607,5480333.263,389023667.125,2.045,2662144322.64,133103302.906,133110688.219,12952732844.72
5561,100.0,1.66,replacement,2300.0,medium,World,2870,100.004,1.66,78008359.532,2655865.072,5294894.156,375863522.012,2.045,2662136937.327,133102934.595,133110321.928,12952696908.516
5562,100.0,1.66,replacement,2300.0,medium,World,2875,100.004,1.66,75369330.448,2566043.908,5115734.017,363148868.376,2.045,2662129549.993,133102565.443,133109955.444,12952660963.256
5563,100.0,1.66,replacement,2300.0,medium,World,2880,100.004,1.66,72819640.339,2479262.558,4942640.097,350864615.571,2.045,2662122159.992,133102195.578,133109586.109,12952625012.169
5564,100.0,1.66,replacement,2300.0,medium,World,2885,100.004,1.66,70356262.8,2395418.077,4775406.862,338996184.474,2.045,2662114769.461,133101825.705,133109214.216,12952589064.723
5565,100.0,1.66,replacement,2300.0,medium,World,2890,100.004,1.66,67976274.015,2314411.008,4613835.745,327529490.139,2.045,2662107380.95,133101456.424,133108842.193,12952553127.298
5566,100.0,1.66,replacement,2300.0,medium,World,2895,100.004,1.66,65676849.277,2236145.266,4457734.915,316450925.023,2.045,2662099995.181,133101087.768,133108472.135,12952517198.402
5567,100.0,1.66,replacement,2300.0,medium,World,2900,100.004,1.66,63455259.628,2160528.019,4306919.042,305747342.798,2.045,2662092610.815,133100719.281,133108104.103,12952481271.535
5568,100.0,1.66,replacement,2300.0,medium,World,2905,100.004,1.66,61308868.605,2087469.584,4161209.081,295406042.706,2.045,2662085225.992,133100350.475,133107736.456,12952445341.724
5569,100.0,1.66,replacement,2300.0,medium,World,2910,100.004,1.66,59235129.108,2016883.314,4020432.053,285414754.446,2.045,2662077840.012,133099981.229,133107367.547,12952409409.47
5570,100.0,1.66,replacement,2300.0,medium,World,2915,100.004,1.66,57231580.369,1948685.499,3884420.845,275761623.585,2.045,2662070453.694,133099611.812,133106997.112,12952373479.262
5571,100.0,1.66,replacement,2300.0,medium,World,2920,100.004,1.66,55295845.022,1882795.266,3753014.01,266435197.449,2.045,2662063068.395,133099242.599,133106626.237,12952337554.997
5572,100.0,1.66,replacement,2300.0,medium,World,2925,100.004,1.66,53425626.279,1819134.482,3626055.571,257424411.496,2.045,2662055684.757,133098873.748,133106256.202,12952301636.77
5573,100.0,1.66,replacement,2300.0,medium,World,2930,100.004,1.66,51618705.189,1757627.66,3503394.842,248718576.158,2.045,2662048302.303,133098505.12,133105887.378,12952265721.485
5574,100.0,1.66,replacement,2300.0,medium,World,2935,100.004,1.66,49872938.008,1698201.873,3384886.242,240307364.117,2.045,2662040920.045,133098136.445,133105519.08,12952229806.059
5575,100.0,1.66,replacement,2300.0,medium,World,2940,100.004,1.66,48186253.639,1640786.663,3270389.127,232180798.029,2.045,2662033537.411,133097767.565,133105150.328,12952193890.033
5576,100.0,1.66,replacement,2300.0,medium,World,2945,100.004,1.66,46556651.175,1585313.959,3159767.617,224329238.651,2.045,2662026154.648,133097398.53,133104780.71,12952157975.494
5577,100.0,1.66,replacement,2300.0,medium,World,2950,100.004,1.66,44982197.517,1531717.996,3052890.439,216743373.384,2.045,2662018772.468,133097029.522,133104410.621,12952122064.88
5578,100.0,1.66,replacement,2300.0,medium,World,2955,100.004,1.66,43461025.074,1479935.239,2949630.77,209414205.19,2.045,2662011391.37,133096660.683,133104040.793,12952086158.874
5579,100.0,1.66,replacement,2300.0,medium,World,2960,100.004,1.66,41991329.543,1429904.303,2849866.086,202333041.892,2.045,2662004011.26,133096292.012,133103671.633,12952050256.138
5580,100.0,1.66,replacement,2300.0,medium,World,2965,100.004,1.66,40571367.76,1381565.884,2753478.014,195491485.841,2.045,2661996631.639,133095923.397,133103302.952,12952014354.769
5581,100.0,1.66,replacement,2300.0,medium,World,2970,100.004,1.66,39199455.629,1334862.686,2660352.194,188881423.923,2.045,2661989252.084,133095554.723,133102934.223,12951978453.971
5582,100.0,1.66,replacement,2300.0,medium,World,2975,100.004,1.66,37873966.121,1289739.355,2570378.141,182495017.922,2.045,2661981872.584,133095185.965,133102565.073,12951942554.517
5583,100.0,1.66,replacement,2300.0,medium,World,2980,100.004,1.66,36593327.335,1246142.41,2483449.114,176324695.19,2.045,2661974493.475,133094817.185,133102195.555,12951906657.848
5584,100.0,1.66,replacement,2300.0,medium,World,2985,100.004,1.66,35356020.631,1204020.185,2399461.99,170363139.652,2.045,2661967115.105,133094448.47,133101826.028,12951870764.78
5585,100.0,1.66,replacement,2300.0,medium,World,2990,100.004,1.66,34160578.826,1163322.761,2318317.141,164603283.1,2.045,2661959737.547,133094079.854,133101456.81,12951834874.954
5586,100.0,1.66,replacement,2300.0,medium,World,2995,100.004,1.66,33005584.445,1124001.91,2239918.315,159038296.791,2.045,2661952360.591,133093711.307,133101087.935,12951798987.331
5587,100.0,1.66,replacement,2300.0,medium,World,3000,100.004,1.66,31889668.04,1086011.04,2164172.522,153661583.333,2.045,2661944983.964,133093342.77,133100719.175,12951763101.147
17544,100.0,1.66,,,,World,2025,74.797,2.218,8191992061.0,677468194.676,324652312.453,40132938398.319,,,,,
17545,100.0,1.66,,,,World,2030,75.437,2.192,8544807943.222,684327704.979,352456631.104,41834011561.746,,,,,
17546,100.0,1.66,,,,World,2035,76.037,2.164,8876679017.098,690189622.686,383101655.03,43422842614.339,,,,,
17547,100.0,1.66,,,,World,2040,76.607,2.136,9183766984.753,691707858.463,414412859.153,44885367771.536,,,,,
17548,100.0,1.66,,,,World,2045,77.151,2.108,9461061984.063,684907971.711,444728185.528,46201079147.785,,,,,
17549,100.0,1.66,,,,World,2050,77.67,2.073,9701241770.246,671685136.715,473284428.43,47335465810.323,,,,,
17550,100.0,1.66,,,,World,2055,78.166,2.036,9899642478.531,659055470.763,499780770.645,48265634525.73,,,,,
17551,100.0,1.66,,,,World,2060,78.646,2.003,10058917178.649,650284751.742,523237749.982,49007218933.618,,,,,
17552,100.0,1.66,,,,World,2065,79.116,1.973,10185964180.41,642710834.157,543728472.773,49595470894.936,,,,,
17553,100.0,1.66,,,,World,2070,79.586,1.947,10284946541.794,633247006.153,562380669.638,50048222029.996,,,,,
17554,100.0,1.66,,,,World,2075,80.056,1.922,10355812878.309,620614683.326,579189002.132,50364359628.611,,,,,
17555,100.0,1.66,,,,World,2080,80.527,1.897,10397238559.504,605949226.949,592225581.803,50541423295.286,,,,,
17556,100.0,1.66,,,,World,2085,80.998,1.876,10410962204.65,590966411.346,599913202.053,50594096998.846,,,,,
17557,100.0,1.66,,,,World,2090,81.478,1.856,10402015413.943,576565187.505,605403974.639,50540582363.195,,,,,
17558,100.0,1.66,,,,World,2095,81.966,1.838,10373176626.808,563277110.281,611928723.761,50384620068.059,,,,,
17559,100.0,1.66,,,,World,2100,82.47,1.822,10324525013.328,549793720.652,618385759.937,50128909091.551,,,,,
17560,100.0,1.66,,,,World,2105,82.949,1.785,10255932974.044,529105457.481,619125504.914,49780266981.9,,,,,
17561,100.0,1.66,,,,World,2110,83.433,1.756,10165912926.61,510011711.884,616558899.983,49332915518.371,,,,,
17562,100.0,1.66,,,,World,2115,83.934,1.73,10059365738.511,491200749.885,610910515.46,48811600280.047,,,,,
17563,100.0,1.66,,,,World,2120,84.454,1.707,9939655972.936,473530951.444,605829655.014,48222991611.291,,,,,
17564,100.0,1.66,,,,World,2125,84.99,1.689,9807357269.366,456866789.825,603918456.384,47561539823.048,,,,,
17565,100.0,1.66,,,,World,2130,85.537,1.675,9660305602.807,440606541.51,601709589.858,46827558299.421,,,,,
17566,100.0,1.66,,,,World,2135,86.094,1.664,9499202554.46,424303943.96,598036043.326,46027122570.389,,,,,
17567,100.0,1.66,,,,World,2140,86.658,1.661,9325470455.094,409373789.197,591921086.222,45169657029.465,,,,,
17568,100.0,1.66,,,,World,2145,87.23,1.66,9142923158.069,394975646.375,583071586.921,44275241038.596,,,,,
17569,100.0,1.66,,,,World,2150,87.81,1.66,8954827217.523,381448119.565,572223334.548,43358136070.521,,,,,
17570,100.0,1.66,,,,World,2155,88.398,1.66,8764052002.539,368375993.746,561133524.782,42428106407.557,,,,,
17571,100.0,1.66,,,,World,2160,88.995,1.66,8571294471.502,355619300.943,550618911.568,41486750284.511,,,,,
17572,100.0,1.66,,,,World,2165,89.6,1.66,8376294860.878,343208767.394,539740730.262,40535508719.389,,,,,
17573,100.0,1.66,,,,World,2170,90.194,1.66,8179762898.009,331291259.344,529425965.193,39576119052.455,,,,,
17574,100.0,1.66,,,,World,2175,90.792,1.66,7981628192.16,319943574.817,517742445.405,38611647731.873,,,,,
17575,100.0,1.66,,,,World,2180,91.388,1.66,7783829321.572,309097676.471,505508919.974,37650738837.114,,,,,
17576,100.0,1.66,,,,World,2185,91.979,1.66,7587418078.07,298623929.519,493146079.344,36697107879.054,,,,,
17577,100.0,1.66,,,,World,2190,92.561,1.66,7392895928.244,288442309.681,480915700.413,35752622228.996,,,,,
17578,100.0,1.66,,,,World,2195,93.128,1.66,7200422537.512,278556769.26,468481201.293,34818959582.322,,,,,
17579,100.0,1.66,,,,World,2200,93.683,1.66,7010498105.479,269018345.289,455497022.153,33899874153.163,,,,,
17580,100.0,1.66,,,,World,2205,94.181,1.66,6824019428.616,259858941.821,444246828.695,32994793887.147,,,,,
17581,100.0,1.66,,,,World,2210,94.658,1.66,6639631541.741,251056512.604,432241961.465,32100933606.858,,,,,
17582,100.0,1.66,,,,World,2215,95.125,1.66,6458446092.88,242558414.526,419777993.781,31224788385.989,,,,,
17583,100.0,1.66,,,,World,2220,95.552,1.66,6281226513.625,234323239.491,408275737.649,30366242788.725,,,,,
17584,100.0,1.66,,,,World,2225,95.946,1.66,6107274015.467,226343270.588,397019748.447,29522886392.373,,,,,
17585,100.0,1.66,,,,World,2230,96.304,1.66,5936597537.608,218633511.843,386399365.574,28694446182.817,,,,,
17586,100.0,1.66,,,,World,2235,96.634,1.66,5768831683.878,211205012.872,375840866.835,27880535378.635,,,,,
17587,100.0,1.66,,,,World,2240,96.95,1.66,5604195829.915,204048705.542,365005675.331,27082978562.826,,,,,
17588,100.0,1.66,,,,World,2245,97.254,1.66,5443238860.126,197140416.082,354276866.809,26303548780.188,,,,,
