figure,life_exp_max,tfr_scenario,converge_speed,start_converge_t,year,life_exp,fertility,fertility_t,population,births,deaths,years_lived,population_t,births_t,deaths_t,years_lived_t,location,age,life_years
rebound,100.0,1.8,medium,2150.0,2030,75.437,2.192,2.192,8544807943.222,684327704.979,352456631.104,41834011561.746,8544807943.222,684327704.979,352456631.104,41834011561.746,,,
rebound,100.0,1.8,medium,2150.0,2035,76.037,2.164,2.164,8876679017.098,690189622.686,383101655.03,43422842614.339,8876679017.098,690189622.686,383101655.03,43422842614.339,,,
rebound,100.0,1.8,medium,2150.0,2040,76.607,2.136,2.136,9183766984.753,691707858.463,414412859.153,44885367771.536,9183766984.753,691707858.463,414412859.153,44885367771.536,,,
rebound,100.0,1.8,medium,2150.0,2045,77.151,2.108,2.108,9461061984.063,684907971.711,444728185.528,46201079147.785,9461061984.063,684907971.711,444728185.528,46201079147.785,,,
rebound,100.0,1.8,medium,2150.0,2050,77.67,2.073,2.073,9701241770.246,671685136.715,473284428.43,47335465810.323,9701241770.246,671685136.715,473284428.43,47335465810.323,,,
rebound,100.0,1.8,medium,2150.0,2055,78.166,2.036,2.036,9899642478.531,659055470.763,499780770.645,48265634525.73,9899642478.531,659055470.763,499780770.645,48265634525.73,,,
rebound,100.0,1.8,medium,2150.0,2060,78.646,2.003,2.003,10058917178.649,650284751.742,523237749.982,49007218933.618,10058917178.649,650284751.742,523237749.982,49007218933.618,,,
rebound,100.0,1.8,medium,2150.0,2065,79.116,1.973,1.973,10185964180.41,642710834.157,543728472.773,49595470894.936,10185964180.41,642710834.157,543728472.773,49595470894.936,,,
rebound,100.0,1.8,medium,2150.0,2070,79.586,1.947,1.947,10284946541.794,633247006.153,562380669.638,50048222029.996,10284946541.794,633247006.153,562380669.638,50048222029.996,,,
rebound,100.0,1.8,medium,2150.0,2075,80.056,1.922,1.922,10355812878.309,620614683.326,579189002.132,50364359628.611,10355812878.309,620614683.326,579189002.132,50364359628.611,,,
rebound,100.0,1.8,medium,2150.0,2080,80.527,1.897,1.897,10397238559.504,605949226.949,592225581.803,50541423295.286,10397238559.504,605949226.949,592225581.803,50541423295.286,,,
rebound,100.0,1.8,medium,2150.0,2085,80.998,1.876,1.876,10410962204.65,590966411.346,599913202.053,50594096998.846,10410962204.65,590966411.346,599913202.053,50594096998.846,,,
rebound,100.0,1.8,medium,2150.0,2090,81.478,1.856,1.856,10402015413.943,576565187.505,605403974.639,50540582363.195,10402015413.943,576565187.505,605403974.639,50540582363.195,,,
rebound,100.0,1.8,medium,2150.0,2095,81.966,1.838,1.838,10373176626.808,563277110.281,611928723.761,50384620068.059,10373176626.808,563277110.281,611928723.761,50384620068.059,,,
rebound,100.0,1.8,medium,2150.0,2100,82.47,1.822,1.822,10324525013.328,549793720.652,618385759.937,50128909091.551,10324525013.328,549793720.652,618385759.937,50128909091.551,,,
rebound,100.0,1.8,medium,2150.0,2105,82.949,1.818,1.818,10255932974.044,538625030.404,619156810.485,49780129383.637,10255932974.044,538625030.404,619156810.485,49780129383.637,,,
rebound,100.0,1.8,medium,2150.0,2110,83.437,1.817,1.817,10175401193.963,527305763.453,616626596.575,49380059763.177,10175401193.963,527305763.453,616626596.575,49380059763.177,,,
rebound,100.0,1.8,medium,2150.0,2115,83.943,1.808,1.808,10086080360.841,513048504.786,611014682.865,48944724293.441,10086080360.841,513048504.786,611014682.865,48944724293.441,,,
rebound,100.0,1.8,medium,2150.0,2120,84.469,1.8,1.8,9988114182.763,499139347.64,605987530.517,48464623278.167,9988114182.763,499139347.64,605987530.517,48464623278.167,,,
rebound,100.0,1.8,medium,2150.0,2125,85.008,1.798,1.798,9881265999.886,487223871.271,604148386.663,47930152441.261,9881265999.886,487223871.271,604148386.663,47930152441.261,,,
rebound,100.0,1.8,medium,2150.0,2130,85.557,1.799,1.799,9764341484.495,476701141.72,602007419.64,47346564612.62,9764341484.495,476701141.72,602007419.64,47346564612.62,,,
rebound,100.0,1.8,medium,2150.0,2135,86.115,1.8,1.8,9639035206.575,467008306.815,598391428.633,46724925048.181,9639035206.575,467008306.815,598391428.633,46724925048.181,,,
rebound,100.0,1.8,medium,2150.0,2140,86.681,1.8,1.8,9507652084.757,457239447.905,592317094.389,46079100576.754,9507652084.757,457239447.905,592317094.389,46079100576.754,,,
rebound,100.0,1.8,medium,2150.0,2145,87.254,1.8,1.8,9372574438.273,446957612.403,583508372.744,45421943567.035,9372574438.273,446957612.403,583508372.744,45421943567.035,,,
rebound,100.0,1.8,medium,2150.0,2150,87.837,1.8,1.8,9236023677.932,436473254.285,572705087.295,44762473880.773,9236023677.932,436473254.285,572705087.295,44762473880.773,,,
rebound,100.0,1.8,medium,2150.0,2155,88.427,1.8,1.854,9099791844.923,426493269.586,561665422.965,44105061594.48,9099791844.923,439286861.54,561721431.116,44104826389.819,,,
rebound,100.0,1.8,medium,2150.0,2160,89.025,1.8,1.91,8964619691.543,417320222.146,551204316.304,43451523637.434,8977357275.347,442733846.381,551310829.977,43514763878.347,,,
rebound,100.0,1.8,medium,2150.0,2165,89.63,1.8,1.967,8830735597.386,408757372.446,540394086.851,42805718820.173,8868780291.751,446661612.003,540542510.291,42995322890.698,,,
rebound,100.0,1.8,medium,2150.0,2170,90.225,1.8,2.026,8699098882.98,400389013.046,530174134.994,42170610915.406,8774899393.463,450886157.301,530357746.422,42548857964.349,,,
rebound,100.0,1.8,medium,2150.0,2175,90.824,1.8,2.045,8569313761.033,391923861.835,518624264.058,41547602530.415,8695427804.342,447094381.63,518822923.493,42177382993.576,,,
rebound,100.0,1.8,medium,2150.0,2180,91.421,1.8,2.045,8442613358.81,383380311.942,506592918.302,40941739220.57,8623699262.48,441817645.051,506806286.436,41846359503.916,,,
rebound,100.0,1.8,medium,2150.0,2185,92.013,1.8,2.045,8319400752.449,374998230.853,494624279.292,40353200470.03,8558710621.095,440459149.562,494861353.046,41548886750.94,,,
rebound,100.0,1.8,medium,2150.0,2190,92.595,1.8,2.045,8199774704.01,366991796.672,483377022.538,39780882892.556,8504308417.611,442225430.672,483639994.73,41302622231.962,,,
rebound,100.0,1.8,medium,2150.0,2195,93.163,1.8,2.045,8083389478.144,359373057.749,473373416.623,39221782220.649,8462893853.553,444865639.898,473654879.531,41118331036.376,,,
rebound,100.0,1.8,medium,2150.0,2200,93.718,1.8,2.045,7969389119.27,351986836.622,465070667.665,38670637054.92,8434104613.919,446185524.687,465360309.434,40993235914.721,,,
rebound,100.0,1.8,medium,2150.0,2205,94.217,1.8,2.045,7856305288.226,344666806.293,460291293.807,38115631969.106,8414929829.172,445372071.789,460585949.384,40907791701.551,,,
rebound,100.0,1.8,medium,2150.0,2210,94.692,1.8,2.045,7740680800.712,337362993.78,454045085.668,37550885016.15,8399715951.577,443482876.749,454353884.135,40845088705.473,,,
rebound,100.0,1.8,medium,2150.0,2215,95.157,1.8,2.045,7623998708.823,330152616.253,445804793.838,36986592510.848,8388844944.19,442322674.293,446138865.435,40809814476.967,,,
rebound,100.0,1.8,medium,2150.0,2220,95.583,1.8,2.045,7508346531.238,323144899.101,437914038.212,36426632038.527,8385028753.049,442651298.688,438302916.577,40808917610.592,,,
rebound,100.0,1.8,medium,2150.0,2225,95.977,1.8,2.045,7393577392.127,316383248.886,430495415.413,35869196183.754,8389377135.16,443784584.072,431004537.317,40846795601.125,,,
rebound,100.0,1.8,medium,2150.0,2230,96.335,1.8,2.045,7279465225.6,309823310.374,424321839.202,35311948736.589,8402157181.915,444587063.627,425114332.126,40923342010.831,,,
rebound,100.0,1.8,medium,2150.0,2235,96.664,1.8,2.045,7164966696.772,303385962.423,418501258.008,34751955362.278,8421629913.417,444491860.516,419967056.66,41031578549.757,,,
rebound,100.0,1.8,medium,2150.0,2240,96.979,1.8,2.045,7049851401.186,297025409.686,412054050.731,34190485148.297,8446154717.273,443785855.56,414991310.974,41164652638.753,,,
rebound,100.0,1.8,medium,2150.0,2245,97.281,1.8,2.045,6934822760.14,290754914.796,404948370.137,33631148237.596,8474949261.859,443176959.98,411113752.358,41316213610.727,,,
rebound,100.0,1.8,medium,2150.0,2250,97.564,1.8,2.045,6820629304.799,284619749.463,397725236.827,33076123970.337,8507012469.482,443126237.847,409941536.302,41476714347.673,,,
rebound,100.0,1.8,medium,2150.0,2255,97.819,1.8,2.045,6707523817.436,278651056.542,391165545.009,32524833908.377,8540197171.027,443531804.854,412114344.26,41633575260.487,,,
rebound,100.0,1.8,medium,2150.0,2260,98.059,1.8,2.045,6595009328.969,272841810.512,385004457.754,31975430982.586,8571614631.621,443950100.531,415509411.297,41778637719.664,,,
rebound,100.0,1.8,medium,2150.0,2265,98.285,1.8,2.045,6482846681.727,267159106.014,379045259.94,31427386472.673,8600055320.855,444039718.741,418696162.452,41909487182.502,,,
rebound,100.0,1.8,medium,2150.0,2270,98.48,1.8,2.045,6370960527.802,261574506.913,373616490.094,30879449871.478,8625398877.144,443808979.253,420922907.186,42027467674.506,,,
rebound,100.0,1.8,medium,2150.0,2275,98.662,1.8,2.045,6258918544.62,256083471.504,367728474.947,30332256709.303,8648284949.211,443520748.049,421117297.235,42139074298.286,,,
rebound,100.0,1.8,medium,2150.0,2280,98.841,1.8,2.045,6147273541.177,250700944.037,361325100.73,29788601476.827,8670688400.026,443418716.969,420873644.941,42249351342.625,,,
rebound,100.0,1.8,medium,2150.0,2285,99.02,1.8,2.045,6036649384.484,245442655.899,354645475.545,29250832526.79,8693233472.054,443537331.397,421469839.226,42357804605.865,,,
rebound,100.0,1.8,medium,2150.0,2290,99.187,1.8,2.045,5927446564.838,240310522.092,348226355.497,28719409570.183,8715300964.225,443726089.201,423173288.509,42460724788.537,,,
rebound,100.0,1.8,medium,2150.0,2295,99.339,1.8,2.045,5819530731.433,235292623.086,342263975.451,28193428448.826,8735853764.917,443815761.02,425378835.011,42554978563.333,,,
rebound,100.0,1.8,medium,2150.0,2300,99.453,1.8,2.045,5712559379.067,230374209.843,336863087.129,27670708999.782,8754290690.926,443758190.505,427491673.906,42638944804.801,,,
rebound,100.0,1.8,medium,2150.0,2305,99.538,1.8,2.045,5606070501.781,225548354.971,331709852.957,27150110975.552,8770557207.525,443634632.007,429173020.707,42713599421.808,,,
rebound,100.0,1.8,medium,2150.0,2310,99.611,1.8,2.045,5499909003.795,220817811.154,326382576.042,26631885026.014,8785018818.826,443558872.889,430381557.958,42780704460.631,,,
rebound,100.0,1.8,medium,2150.0,2315,99.68,1.8,2.045,5394344238.907,216188736.032,320665216.592,26117879641.595,8798196133.756,443578541.704,431380371.066,42842043513.326,,,
rebound,100.0,1.8,medium,2150.0,2320,99.741,1.8,2.045,5289867758.347,211663282.411,314936127.716,25609541610.726,8810394304.395,443653515.833,432807138.652,42897490768.322,,,
rebound,100.0,1.8,medium,2150.0,2325,99.799,1.8,2.045,5186594913.042,207237216.702,309194948.621,25107425070.746,8821240681.576,443709451.358,434282789.093,42946245607.675,,,
rebound,100.0,1.8,medium,2150.0,2330,99.848,1.8,2.045,5084637181.123,202903242.985,303604420.571,24611427916.031,8830667343.841,443705363.446,435587868.218,42988285302.569,,,
rebound,100.0,1.8,medium,2150.0,2335,99.887,1.8,2.045,4983936003.536,198655997.898,298135669.024,24121778994.981,8838784839.069,443658090.067,436654913.247,43024922944.402,,,
rebound,100.0,1.8,medium,2150.0,2340,99.929,1.8,2.045,4884456332.41,194494318.106,292544115.526,23638607501.266,8845788015.889,443614774.741,437200819.728,43057385109.433,,,
rebound,100.0,1.8,medium,2150.0,2345,99.966,1.8,2.045,4786406534.991,190419629.805,287015956.642,23162444517.808,8852201970.902,443607966.422,437789297.465,43086749976.195,,,
rebound,100.0,1.8,medium,2150.0,2350,99.98,1.8,2.045,4689810208.154,186432692.291,281928900.016,22692473310.548,8858020639.859,443633252.356,439193640.332,43111045409.1,,,
rebound,100.0,1.8,medium,2150.0,2355,99.986,1.8,2.045,4594314000.429,182531700.741,276827613.662,22228241632.418,8862460251.884,443661704.567,440618346.193,43128672705.354,,,
rebound,100.0,1.8,medium,2150.0,2360,99.991,1.8,2.045,4500018087.507,178712934.397,271579568.018,21770550419.238,8865503610.258,443668816.582,441624447.6,43140676116.783,,,
rebound,100.0,1.8,medium,2150.0,2365,99.994,1.8,2.045,4407151453.887,174972811.616,266323753.001,21320131205.287,8867547979.24,443652964.379,442308503.786,43148719329.875,,,
rebound,100.0,1.8,medium,2150.0,2370,99.996,1.8,2.045,4315800512.501,171309362.633,261031674.667,20877454308.188,8868892439.833,443631235.824,442642635.558,43154294593.031,,,
rebound,100.0,1.8,medium,2150.0,2375,99.998,1.8,2.045,4226078200.467,167722079.543,255739468.079,20442976586.474,8869881040.099,443621355.883,442804955.525,43158616803.751,,,
rebound,100.0,1.8,medium,2150.0,2380,100.0,1.8,2.045,4138060811.931,164210656.807,250492217.653,20016932506.697,8870697440.457,443627396.298,442953256.833,43162146685.69,,,
rebound,100.0,1.8,medium,2150.0,2385,100.002,1.8,2.045,4051779251.085,160773902.114,245319445.767,19599386786.101,8871371579.922,443639745.576,443130358.293,43164919328.289,,,
rebound,100.0,1.8,medium,2150.0,2390,100.004,1.8,2.045,3967233707.431,157409651.166,240240675.632,19190279919.695,8871880967.205,443645997.794,443298450.199,43166922076.926,,,
rebound,100.0,1.8,medium,2150.0,2395,100.004,1.8,2.045,3884402682.965,154115511.909,235287126.592,18789431157.378,8872228514.8,443641520.347,443460996.651,43168177328.039,,,
rebound,100.0,1.8,medium,2150.0,2400,100.004,1.8,2.045,3803231068.282,150889638.738,230414927.501,18396667348.051,8872409038.497,443631350.358,443523780.636,43168876193.47,,,
rebound,100.0,1.8,medium,2150.0,2405,100.004,1.8,2.045,3723705779.519,147730905.332,225623205.438,18011925009.949,8872516608.218,443623923.336,443529340.325,43169366731.716,,,
rebound,100.0,1.8,medium,2150.0,2410,100.004,1.8,2.045,3645813479.413,144638480.496,220917231.124,17635121758.44,8872611191.229,443623532.687,443536205.212,43169790286.984,,,
rebound,100.0,1.8,medium,2150.0,2415,100.004,1.8,2.045,3569534728.784,141611291.441,216303344.141,17266141895.335,8872698518.705,443627839.264,443571987.545,43170106329.032,,,
rebound,100.0,1.8,medium,2150.0,2420,100.004,1.8,2.045,3494842676.084,138647834.01,211784486.948,16904842416.0,8872754370.424,443631264.776,443622928.538,43170235578.951,,,
rebound,100.0,1.8,medium,2150.0,2425,100.004,1.8,2.045,3421706023.146,135746400.092,207359299.165,16551069987.129,8872762706.663,443630208.245,443658499.467,43170179141.58,,,
rebound,100.0,1.8,medium,2150.0,2430,100.004,1.8,2.045,3350093124.073,132905439.115,203024291.043,16204675036.261,8872734415.441,443625490.617,443662461.198,43170028943.575,,,
rebound,100.0,1.8,medium,2150.0,2435,100.004,1.8,2.045,3279974272.146,130123729.305,198776645.821,15865515685.18,8872697444.86,443620694.68,443644222.147,43169893030.449,,,
rebound,100.0,1.8,medium,2150.0,2440,100.004,1.8,2.045,3211321355.629,127400264.552,194615442.367,15533453138.599,8872673917.393,443618659.376,443626478.041,43169819009.922,,,
rebound,100.0,1.8,medium,2150.0,2445,100.004,1.8,2.045,3144106177.814,124734014.633,190540845.155,15208345740.767,8872666098.727,443619360.699,443624792.701,43169779009.108,,,
rebound,100.0,1.8,medium,2150.0,2450,100.004,1.8,2.045,3078299347.291,122123781.838,186552498.563,14890047657.649,8872660666.725,443620572.814,443637383.772,43169714962.016,,,
rebound,100.0,1.8,medium,2150.0,2455,100.004,1.8,2.045,3013870630.567,119568247.054,182648661.844,14578412644.106,8872643855.766,443620155.656,443650919.793,43169595188.825,,,
rebound,100.0,1.8,medium,2150.0,2460,100.004,1.8,2.045,2950790215.776,117066123.612,178826635.051,14273298953.14,8872613091.629,443617762.928,443654041.98,43169435543.628,,,
rebound,100.0,1.8,medium,2150.0,2465,100.004,1.8,2.045,2889029704.338,114616269.2,175083841.65,13974571359.144,8872576812.577,443614721.881,443646098.426,43169277144.762,,,
rebound,100.0,1.8,medium,2150.0,2470,100.004,1.8,2.045,2828562131.888,112217674.682,171418551.005,13682099486.849,8872545436.032,443612587.971,443635272.681,43169148748.508,,,
rebound,100.0,1.8,medium,2150.0,2475,100.004,1.8,2.045,2769361255.565,109869366.79,167829754.865,13395754751.445,8872522751.323,443611836.139,443630062.809,43169047354.591,,,
rebound,100.0,1.8,medium,2150.0,2480,100.004,1.8,2.045,2711400867.49,107570322.578,164316507.703,13115408734.367,8872504524.653,443611716.877,443632447.883,43168948340.951,,,
rebound,100.0,1.8,medium,2150.0,2485,100.004,1.8,2.045,2654654682.365,105319461.506,160877396.026,12840933950.248,8872483793.647,443611135.746,443637819.042,43168830348.258,,,
rebound,100.0,1.8,medium,2150.0,2490,100.004,1.8,2.045,2599096747.845,103115703.383,157510536.22,12572205784.233,8872457110.351,443609617.2,443640191.407,43168691774.936,,,
rebound,100.0,1.8,medium,2150.0,2495,100.004,1.8,2.045,2544701915.008,100958030.119,154213976.926,12309103720.816,8872426536.144,443607552.364,443637329.323,43168547675.845,,,
rebound,100.0,1.8,medium,2150.0,2500,100.004,1.8,2.045,2491445968.201,98845500.45,150986084.16,12051511007.653,8872396759.185,443605688.097,443631700.775,43168414001.307,,,
rebound,100.0,1.85,medium,2150.0,2025,74.797,2.218,2.218,8191992061.0,677468194.676,324652312.453,40132938398.319,8191992061.0,677468194.676,324652312.453,40132938398.319,,,
rebound,100.0,1.85,medium,2150.0,2030,75.437,2.192,2.192,8544807943.222,684327704.979,352456631.104,41834011561.746,8544807943.222,684327704.979,352456631.104,41834011561.746,,,
rebound,100.0,1.85,medium,2150.0,2035,76.037,2.164,2.164,8876679017.098,690189622.686,383101655.03,43422842614.339,8876679017.098,690189622.686,383101655.03,43422842614.339,,,
rebound,100.0,1.85,medium,2150.0,2040,76.607,2.136,2.136,9183766984.753,691707858.463,414412859.153,44885367771.536,9183766984.753,691707858.463,414412859.153,44885367771.536,,,
rebound,100.0,1.85,medium,2150.0,2045,77.151,2.108,2.108,9461061984.063,684907971.711,444728185.528,46201079147.785,9461061984.063,684907971.711,444728185.528,46201079147.785,,,
rebound,100.0,1.85,medium,2150.0,2050,77.67,2.073,2.073,9701241770.246,671685136.715,473284428.43,47335465810.323,9701241770.246,671685136.715,473284428.43,47335465810.323,,,
rebound,100.0,1.85,medium,2150.0,2055,78.166,2.036,2.036,9899642478.531,659055470.763,499780770.645,48265634525.73,9899642478.531,659055470.763,499780770.645,48265634525.73,,,
rebound,100.0,1.85,medium,2150.0,2060,78.646,2.003,2.003,10058917178.649,650284751.742,523237749.982,49007218933.618,10058917178.649,650284751.742,523237749.982,49007218933.618,,,
rebound,100.0,1.85,medium,2150.0,2065,79.116,1.973,1.973,10185964180.41,642710834.157,543728472.773,49595470894.936,10185964180.41,642710834.157,543728472.773,49595470894.936,,,
rebound,100.0,1.85,medium,2150.0,2070,79.586,1.947,1.947,10284946541.794,633247006.153,562380669.638,50048222029.996,10284946541.794,633247006.153,562380669.638,50048222029.996,,,
rebound,100.0,1.85,medium,2150.0,2075,80.056,1.922,1.922,10355812878.309,620614683.326,579189002.132,50364359628.611,10355812878.309,620614683.326,579189002.132,50364359628.611,,,
rebound,100.0,1.85,medium,2150.0,2080,80.527,1.897,1.897,10397238559.504,605949226.949,592225581.803,50541423295.286,10397238559.504,605949226.949,592225581.803,50541423295.286,,,
rebound,100.0,1.85,medium,2150.0,2085,80.998,1.876,1.876,10410962204.65,590966411.346,599913202.053,50594096998.846,10410962204.65,590966411.346,599913202.053,50594096998.846,,,
rebound,100.0,1.85,medium,2150.0,2090,81.478,1.856,1.856,10402015413.943,576565187.505,605403974.639,50540582363.195,10402015413.943,576565187.505,605403974.639,50540582363.195,,,
rebound,100.0,1.85,medium,2150.0,2095,81.966,1.838,1.838,10373176626.808,563277110.281,611928723.761,50384620068.059,10373176626.808,563277110.281,611928723.761,50384620068.059,,,
rebound,100.0,1.85,medium,2150.0,2100,82.47,1.822,1.822,10324525013.328,549793720.652,618385759.937,50128909091.551,10324525013.328,549793720.652,618385759.937,50128909091.551,,,
rebound,100.0,1.85,medium,2150.0,2105,82.949,1.828,1.828,10255932974.044,541740842.34,619177955.583,49780036854.527,10255932974.044,541740842.34,619177955.583,49780036854.527,,,
rebound,100.0,1.85,medium,2150.0,2110,83.437,1.834,1.834,10178495860.801,532285280.457,616664533.436,49395369018.652,10178495860.801,532285280.457,616664533.436,49395369018.652,,,
rebound,100.0,1.85,medium,2150.0,2115,83.942,1.84,1.84,10094116607.822,522265753.707,611092999.795,48984577767.284,10094116607.822,522265753.707,611092999.795,48984577767.284,,,
rebound,100.0,1.85,medium,2150.0,2120,84.467,1.841,1.841,10005289361.734,510588037.182,606097771.967,48550045540.491,10005289361.734,510588037.182,606097771.967,48550045540.491,,,
rebound,100.0,1.85,medium,2150.0,2125,85.005,1.843,1.843,9909779626.949,499841763.143,604280240.201,48072194373.859,9909779626.949,499841763.143,604280240.201,48072194373.859,,,
rebound,100.0,1.85,medium,2150.0,2130,85.553,1.846,1.846,9805341149.891,490540551.446,602155778.231,47550992037.285,9805341149.891,490540551.446,602155778.231,47550992037.285,,,
rebound,100.0,1.85,medium,2150.0,2135,86.109,1.849,1.849,9693725923.106,482676165.555,598557777.335,46997764734.617,9693725923.106,482676165.555,598557777.335,46997764734.617,,,
rebound,100.0,1.85,medium,2150.0,2140,86.673,1.85,1.85,9577844311.326,475058441.298,592505606.929,46429392606.288,9577844311.326,475058441.298,592505606.929,46429392606.288,,,
rebound,100.0,1.85,medium,2150.0,2145,87.246,1.85,1.85,9460397145.695,466869930.918,583720217.708,45860330412.201,9460397145.695,466869930.918,583720217.708,45860330412.201,,,
rebound,100.0,1.85,medium,2150.0,2150,87.827,1.85,1.85,9343546858.905,458177394.377,572940145.212,45299310755.969,9343546858.905,458177394.377,572940145.212,45299310755.969,,,
rebound,100.0,1.85,medium,2150.0,2155,88.416,1.85,1.905,9228784108.071,449556200.771,561925161.371,44749194591.6,9228784108.071,463041632.104,561984178.521,44748946735.243,,,
rebound,100.0,1.85,medium,2150.0,2160,89.012,1.85,1.963,9116415147.471,441591094.192,551493737.993,44209613745.919,9129841561.654,468481647.858,551606424.162,44276272159.779,,,
rebound,100.0,1.85,medium,2150.0,2165,89.615,1.85,2.022,9006512503.67,434369311.123,540727569.321,43683623660.659,9046716785.351,474647528.98,540885221.955,43883987052.143,,,
rebound,100.0,1.85,medium,2150.0,2170,90.208,1.85,2.045,8900154245.471,427501578.869,530574868.232,43174763090.068,8980479092.376,472883657.267,530744344.523,43575692068.755,,,
rebound,100.0,1.85,medium,2150.0,2175,90.806,1.85,2.045,8797080956.108,420536876.179,519122820.797,42685095145.48,8922618405.119,466790758.298,519296508.523,43312100443.212,,,
rebound,100.0,1.85,medium,2150.0,2180,91.402,1.85,2.045,8698495011.491,413331491.399,507251765.146,42219437588.571,8870112654.894,463510948.025,507443605.111,43076810674.276,,,
rebound,100.0,1.85,medium,2150.0,2185,91.993,1.85,2.045,8604574737.743,406088791.359,495616092.964,41776580212.055,8826179997.808,464003775.534,495835183.281,42883821509.313,,,
rebound,100.0,1.85,medium,2150.0,2190,92.574,1.85,2.045,8515047436.139,399111341.366,485048272.676,41353119949.341,8794348590.062,466929941.661,485292427.927,42748771347.264,,,
rebound,100.0,1.85,medium,2150.0,2195,93.141,1.85,2.045,8429110504.829,392525801.532,476177420.994,40943434499.648,8775986103.796,469376566.025,476435679.66,42676925020.047,,,
rebound,100.0,1.85,medium,2150.0,2200,93.698,1.85,2.045,8345458885.366,386217036.797,469393155.866,40540102546.192,8768926990.161,469401405.162,469655675.78,42656562041.344,,,
rebound,100.0,1.85,medium,2150.0,2205,94.197,1.85,2.045,8262282766.297,379969197.347,466346711.041,40130078163.676,8768672719.543,467495129.28,466613252.259,42661165155.177,,,
rebound,100.0,1.85,medium,2150.0,2210,94.674,1.85,2.045,8175905252.603,373657653.387,462089969.788,39706375275.441,8769554596.563,465669026.355,462371960.036,42673744692.777,,,
rebound,100.0,1.85,medium,2150.0,2215,95.141,1.85,2.045,8087472936.202,367329080.354,455854903.511,39278021435.69,8772851662.882,465365260.328,456164943.379,42703989868.672,,,
rebound,100.0,1.85,medium,2150.0,2220,95.569,1.85,2.045,7998947113.045,361121732.831,449479599.77,38849907741.153,8782051979.831,466397396.918,449846255.586,42764383395.753,,,
rebound,100.0,1.85,medium,2150.0,2225,95.964,1.85,2.045,7910589246.105,355130818.701,443380588.529,38421158270.675,8798603121.163,467568477.588,443871657.22,42859893419.609,,,
rebound,100.0,1.85,medium,2150.0,2230,96.323,1.85,2.045,7822339476.278,349339894.68,438634841.711,37989485718.764,8822299941.532,467891174.596,439421243.156,42987256913.428,,,
rebound,100.0,1.85,medium,2150.0,2235,96.654,1.85,2.045,7733044529.247,343657582.298,434504432.883,37551031806.52,8850769872.971,467306488.57,435991054.975,43135933561.815,,,
rebound,100.0,1.85,medium,2150.0,2240,96.971,1.85,2.045,7642197678.662,338006017.952,429824298.206,37106222046.481,8882085306.566,466500597.07,432827121.796,43298162334.063,,,
rebound,100.0,1.85,medium,2150.0,2245,97.274,1.85,2.045,7550379398.407,332378459.961,424358545.805,36658596448.354,8915758781.84,466168226.595,430671996.024,43469551024.522,,,
rebound,100.0,1.85,medium,2150.0,2250,97.558,1.85,2.045,7458399312.563,326826927.684,418564741.316,36210841160.51,8951255012.411,466448723.942,431028736.508,43643117827.186,,,
rebound,100.0,1.85,medium,2150.0,2255,97.814,1.85,2.045,7366661498.931,321405459.27,413288760.348,35762956816.721,8986674999.844,466955954.725,434447391.49,43807741368.362,,,
rebound,100.0,1.85,medium,2150.0,2260,98.055,1.85,2.045,7274778197.853,316124609.127,408390738.126,35313279723.681,9019183563.08,467223142.529,438343119.92,43956754479.256,,,
rebound,100.0,1.85,medium,2150.0,2265,98.282,1.85,2.045,7182512068.853,310951491.334,403775332.527,34861038650.558,9048063585.688,467095559.53,440871737.55,44091409221.237,,,
rebound,100.0,1.85,medium,2150.0,2270,98.477,1.85,2.045,7089688227.661,305845016.9,399784757.88,34404469632.222,9074287407.668,466773369.961,441963821.89,44216959593.595,,,
rebound,100.0,1.85,medium,2150.0,2275,98.66,1.85,2.045,6995748486.681,300789370.471,395277470.021,33944009210.424,9099096955.738,466561366.139,442037908.128,44338308854.487,,,
rebound,100.0,1.85,medium,2150.0,2280,98.84,1.85,2.045,6901260387.13,295799302.869,390100972.644,33482770112.359,9123620413.749,466599187.657,442524920.918,44456935276.801,,,
rebound,100.0,1.85,medium,2150.0,2285,99.02,1.85,2.045,6806958717.355,290899944.067,384501214.34,33023615752.622,9147694680.489,466792064.244,443866198.591,44570872919.215,,,
rebound,100.0,1.85,medium,2150.0,2290,99.187,1.85,2.045,6713357447.082,286103252.669,379113925.792,32567292355.804,9170620546.142,466946128.614,445899845.497,44677069849.432,,,
rebound,100.0,1.85,medium,2150.0,2295,99.339,1.85,2.045,6620346773.959,281400501.371,374223101.454,32112813488.531,9191666829.258,466947793.435,447920322.417,44774201193.285,,,
rebound,100.0,1.85,medium,2150.0,2300,99.454,1.85,2.045,6527524173.876,276772997.697,369948450.83,31657652605.677,9210694300.275,466833294.493,449616479.203,44862153816.805,,,
rebound,100.0,1.85,medium,2150.0,2305,99.539,1.85,2.045,6434348720.743,272208294.028,365937198.419,31200416599.973,9227911115.566,466721749.04,451111715.509,44941951626.887,,,
rebound,100.0,1.85,medium,2150.0,2310,99.611,1.85,2.045,6340619816.351,267707620.158,361675768.845,30741365884.06,9243521149.097,466699726.56,452550620.839,45014034835.506,,,
rebound,100.0,1.85,medium,2150.0,2315,99.681,1.85,2.045,6246651667.665,263280673.575,356901554.968,30282690234.682,9257670254.818,466760996.846,453971366.8,45078965343.658,,,
