tfr_scenario,year,age,fertility,life_exp,population,births,births_cum
1,2230,55,,,276995241.5,,
1,2230,60,,,294665198,,
1,2230,65,,,311743286.1,,
1,2230,70,,,326787889.5,,
1,2230,75,,,336972269.6,,
1,2230,80,,,335900463.6,,
1,2230,85,,,313728046.6,,
1,2230,90,,,253176153.4,,
1,2230,95,,,157606186.2,,
1,2230,100,,,118395942.1,,
1,2230,all,1.2105221,96.252014,4737593862,106796976,17998811907
1,2235,0,,,106722871.4,,
1,2235,5,,,116926824.1,,
1,2235,10,,,127847356.2,,
1,2235,15,,,139506700.7,,
1,2235,20,,,152026164.5,,
1,2235,25,,,165274504.8,,
1,2235,30,,,179244680,,
1,2235,35,,,193966407.3,,
1,2235,40,,,209392857,,
1,2235,45,,,225469550.4,,
1,2235,50,,,242163366.9,,
1,2235,55,,,259369180.3,,
1,2235,60,,,276715509,,
1,2235,65,,,293875352.5,,
1,2235,70,,,309459306.9,,
1,2235,75,,,320558520.6,,
1,2235,80,,,321698752.1,,
1,2235,85,,,303068825.8,,
1,2235,90,,,247126399,,
1,2235,95,,,155327247.1,,
1,2235,100,,,122064702.3,,
1,2235,all,1.1958104,96.60405,4467805079,97296184,18096108089
1,2240,0,,,97237149.98,,
1,2240,5,,,106704412.8,,
1,2240,10,,,116917781.1,,
1,2240,15,,,127836622.6,,
1,2240,20,,,139477842.5,,
1,2240,25,,,151988474.1,,
1,2240,30,,,165240352,,
1,2240,35,,,179212495.6,,
1,2240,40,,,193938872.2,,
1,2240,45,,,209365855.4,,
1,2240,50,,,225438582.6,,
1,2240,55,,,242114867.9,,
1,2240,60,,,259207249.9,,
1,2240,65,,,276222049.3,,
1,2240,70,,,291913897,,
1,2240,75,,,304201288.6,,
1,2240,80,,,307179787.2,,
1,2240,85,,,292006426.1,,
1,2240,90,,,240166962.8,,
1,2240,95,,,152283645.6,,
1,2240,100,,,124663770.9,,
1,2240,all,1.1815686,96.939835,4203318386,88467256,18184575348
1,2245,0,,,88420045.34,,
1,2245,5,,,97220601.17,,
1,2245,10,,,106696316.5,,
1,2245,15,,,116908890.7,,
1,2245,20,,,127812409.4,,
1,2245,25,,,139446483.4,,
1,2245,30,,,151960529.3,,
1,2245,35,,,165215305.2,,
1,2245,40,,,179191658.5,,
1,2245,45,,,193919500.9,,
1,2245,50,,,209344986.9,,
1,2245,55,,,225411287.8,,
1,2245,60,,,242049412.1,,
1,2245,65,,,258874112.9,,
1,2245,70,,,274662332.3,,
1,2245,75,,,287443906.2,,
1,2245,80,,,292600020,,
1,2245,85,,,280531348.4,,
1,2245,90,,,232931008.8,,
1,2245,95,,,148745665.6,,
1,2245,100,,,126410522.6,,
1,2245,all,1.1677742,97.261597,3945796344,80296640,18264871991
1,2250,0,,,80258703.54000001,,
1,2250,5,,,88405139.20999999,,
1,2250,10,,,97213436.91,,
1,2250,15,,,106688886.1,,
1,2250,20,,,116889009,,
1,2250,25,,,127786002.1,,
1,2250,30,,,139423012.3,,
1,2250,35,,,151941462,,
1,2250,40,,,165199692.6,,
1,2250,45,,,179177395.7,,
1,2250,50,,,193904742.6,,
1,2250,55,,,209330184.4,,
1,2250,60,,,225366526.8,,
1,2250,65,,,241865866.4,,
1,2250,70,,,257701962.3,,
1,2250,75,,,270912333.9,,
1,2250,80,,,277318993.6,,
1,2250,85,,,269000582.9,,
1,2250,90,,,225422942.9,,
1,2250,95,,,145095856.2,,
1,2250,100,,,127370598.1,,
1,2250,all,1.1552906,97.561394,3696273330,72807872,18337679862
1,2255,0,,,72777628.78,,
1,2255,5,,,80245141.45,,
1,2255,10,,,88398632.88,,
1,2255,15,,,97207132.14,,
1,2255,20,,,106672732.7,,
1,2255,25,,,116866515.3,,
1,2255,30,,,127766342.1,,
1,2255,35,,,139408367.7,,
1,2255,40,,,151929978.8,,
1,2255,45,,,165189418,,
1,2255,50,,,179166615.5,,
1,2255,55,,,193892641.8,,
1,2255,60,,,209299448.2,,
1,2255,65,,,225296558.3,,
1,2255,70,,,241049698.7,,
1,2255,75,,,254598438.1,,
1,2255,80,,,262040996.8,,
1,2255,85,,,256534961.3,,
1,2255,90,,,217956007.8,,
1,2255,95,,,141389716.6,,
1,2255,100,,,127590346.1,,
1,2255,all,1.1432693,97.832695,3455277319,65913584,18403593448
1,2260,0,,,65889677.87,,
1,2260,5,,,72765414.33,,
1,2260,10,,,80239155.98,,
1,2260,15,,,88393332.06999999,,
1,2260,20,,,97193885.48,,
1,2260,25,,,106653890.5,,
1,2260,30,,,116850205.4,,
1,2260,35,,,127755262.9,,
1,2260,40,,,139400243.9,,
1,2260,45,,,151922995.7,,
1,2260,50,,,165181496.5,,
1,2260,55,,,179156711.6,,
1,2260,60,,,193872849.6,,
1,2260,65,,,209248753.8,,
1,2260,70,,,224867656.4,,
1,2260,75,,,238465736.5,,
1,2260,80,,,246932541.5,,
1,2260,85,,,243657835.4,,
1,2260,90,,,209657955.5,,
1,2260,95,,,137623160.8,,
1,2260,100,,,127109655.8,,
1,2260,all,1.1314912,98.085487,3222838417,59568128,18463161574
1,2265,0,,,59549392.88,,
1,2265,5,,,65878663.79,,
1,2265,10,,,72759899.98,,
1,2265,15,,,80234672.28,,
1,2265,20,,,88382675.05,,
1,2265,25,,,97178230.52,,
1,2265,30,,,106640521.8,,
1,2265,35,,,116841839.5,,
1,2265,40,,,127748912.8,,
1,2265,45,,,139396371.2,,
1,2265,50,,,151916208.1,,
1,2265,55,,,165173043.7,,
1,2265,60,,,179145507.4,,
1,2265,65,,,193830388.2,,
1,2265,70,,,209096318.2,,
1,2265,75,,,222794986.3,,
1,2265,80,,,231936336.6,,
1,2265,85,,,230719746.2,,
1,2265,90,,,200599252.2,,
1,2265,95,,,133205668.5,,
1,2265,100,,,126212593.1,,
1,2265,all,1.1202836,98.321411,2999241228,53756400,18516917975
1,2270,0,,,53741793.14,,
1,2270,5,,,59539510.25,,
1,2270,10,,,65873571.65,,
1,2270,15,,,72756107.06,,
1,2270,20,,,80226194.42,,
1,2270,25,,,88369699.16,,
1,2270,30,,,97167538.59999999,,
1,2270,35,,,106634100.5,,
1,2270,40,,,116836968.3,,
1,2270,45,,,127745630.1,,
1,2270,50,,,139391766.3,,
1,2270,55,,,151909075.1,,
1,2270,60,,,165166268.9,,
1,2270,65,,,179112953.1,,
1,2270,70,,,193751488.9,,
1,2270,75,,,207543758.8,,
1,2270,80,,,217377246.7,,
1,2270,85,,,217799817.4,,
1,2270,90,,,191189034.9,,
1,2270,95,,,128205878,,
1,2270,100,,,124601370.3,,
1,2270,all,1.1092672,98.526657,2784939771,48428332,18565346306
1,2275,0,,,48416906.01,,
1,2275,5,,,53732962.42,,
1,2275,10,,,59534824.15,,
1,2275,15,,,65870320.03,,
1,2275,20,,,72749340.81999999,,
1,2275,25,,,80215645.29000001,,
1,2275,30,,,88361098.67,,
1,2275,35,,,97162469.77,,
1,2275,40,,,106630449.5,,
1,2275,45,,,116833953.4,,
1,2275,50,,,127741940.4,,
1,2275,55,,,139387037,,
1,2275,60,,,151903739.4,,
1,2275,65,,,165144427.9,,
1,2275,70,,,179054154,,
1,2275,75,,,192682767.3,,
1,2275,80,,,203076400.3,,
1,2275,85,,,205155050.7,,
1,2275,90,,,181530384.7,,
1,2275,95,,,122802169.1,,
1,2275,100,,,122011357.6,,
1,2275,all,1.0983602,98.716171,2579997398,43554852,18608901159
1,2280,0,,,43546063.4,,
1,2280,5,,,48409079.86,,
1,2280,10,,,53728646.39,,
1,2280,15,,,59532012.11,,
1,2280,20,,,65864971.14,,
1,2280,25,,,72740894.63,,
1,2280,30,,,80208680.33,,
1,2280,35,,,88356983.70999999,,
1,2280,40,,,97159719.90000001,,
1,2280,45,,,106627680.2,,
1,2280,50,,,116830530.7,,
1,2280,55,,,127737687.1,,
1,2280,60,,,139383215.4,,
1,2280,65,,,151890460.9,,
1,2280,70,,,165099635.9,,
1,2280,75,,,178382320.2,,
1,2280,80,,,188975609.3,,
1,2280,85,,,192699234.4,,
1,2280,90,,,171795775.8,,
1,2280,95,,,117052413.3,,
1,2280,100,,,118800856.7,,
1,2280,all,1.0877738,98.899612,2384822471,39117456,18648018615
1,2285,0,,,39110567.93,,
1,2285,5,,,43539214.16,,
1,2285,10,,,48405313.9,,
1,2285,15,,,53726182.22,,
1,2285,20,,,59527744.64,,
1,2285,25,,,65858460.71,,
1,2285,30,,,72735424.19,,
1,2285,35,,,80205373.01000001,,
1,2285,40,,,88354898.84999999,,
1,2285,45,,,97157179.48,,
1,2285,50,,,106624509.3,,
1,2285,55,,,116826591.4,,
1,2285,60,,,127734155.9,,
1,2285,65,,,139375553.3,,
1,2285,70,,,151853877.8,,
1,2285,75,,,164719578.7,,
1,2285,80,,,175369975.4,,
1,2285,85,,,180182061.6,,
1,2285,90,,,162239961.8,,
1,2285,95,,,111240041.5,,
1,2285,100,,,115052227.3,,
1,2285,all,1.0776718,99.082153,2199838893,35090000,18683108614
1,2290,0,,,35084659.72,,
1,2290,5,,,39104545.84,,
1,2290,10,,,43535756.55,,
1,2290,15,,,48403450.6,,
1,2290,20,,,53722817.78,,
1,2290,25,,,59522723.38,,
1,2290,30,,,65854148.17,,
1,2290,35,,,72732790.44,,
1,2290,40,,,80203654.65000001,,
1,2290,45,,,88352568.38,,
1,2290,50,,,97154248.25,,
1,2290,55,,,106620865.7,,
1,2290,60,,,116823332.2,,
1,2290,65,,,127730705.6,,
1,2290,70,,,139344899,,
1,2290,75,,,151662421.1,,
1,2290,80,,,162331873.7,,
1,2290,85,,,167994015.5,,
1,2290,90,,,152654392.4,,
1,2290,95,,,105575986.4,,
1,2290,100,,,110837318.1,,
1,2290,all,1.0680096,99.253601,2025247173,31438304,18714546919
1,2295,0,,,31434175.63,,
1,2295,5,,,35079459.81,,
1,2295,10,,,39101371.47,,
1,2295,15,,,43534112.04,,
1,2295,20,,,48401040.91,,
1,2295,25,,,53718819.86,,
1,2295,30,,,59519382.89,,
1,2295,35,,,65852082.45,,
1,2295,40,,,72731237.40000001,,
1,2295,45,,,80201509.91,,
1,2295,50,,,88349865.09999999,,
1,2295,55,,,97150884.88,,
1,2295,60,,,106617861.5,,
1,2295,65,,,116820152.1,,
1,2295,70,,,127708088,,
1,2295,75,,,139256327.3,,
1,2295,80,,,149852992.5,,
1,2295,85,,,156156160.2,,
1,2295,90,,,143304095.9,,
1,2295,95,,,99942183.11,,
1,2295,100,,,106189463.2,,
1,2295,all,1.0605417,99.403793,1860921266,28176440,18742723359
1,2300,0,,,28173271.48,,
1,2300,5,,,31429717.1,,
1,2300,10,,,35076578.93,,
1,2300,15,,,39099899.44,,
1,2300,20,,,43532456.86,,
1,2300,25,,,48397904.83,,
1,2300,30,,,53716075.6,,
1,2300,35,,,59517771.3,,
1,2300,40,,,65850663.97,,
1,2300,45,,,72729265.45999999,,
1,2300,50,,,80199022.15000001,,
1,2300,55,,,88346766.98,,
1,2300,60,,,97148120.52,,
1,2300,65,,,106614934.1,,
1,2300,70,,,116804251.8,,
1,2300,75,,,127643607.2,,
1,2300,80,,,137980616.6,,
1,2300,85,,,144737180.2,,
1,2300,90,,,133931188.7,,
1,2300,95,,,94267423.84,,
1,2300,100,,,101310557.1,,
1,2300,all,1.0534328,99.520058,1706507274,25218914,18767942273
1,2305,0,,,25216520.29,,
1,2305,5,,,28169437.62,,
1,2305,10,,,31427120.42,,
1,2305,15,,,35075268.69,,
1,2305,20,,,39098670.57,,
1,2305,25,,,43530207.72,,
1,2305,30,,,48395645.03,,
1,2305,35,,,53714828.74,,
1,2305,40,,,59516480.71,,
1,2305,45,,,65848852.92,,
1,2305,50,,,72726979.39,,
1,2305,55,,,80196174.28,,
1,2305,60,,,88344227.31,,
1,2305,65,,,97145429.98,,
1,2305,70,,,106604358.8,,
1,2305,75,,,116754254.8,,
1,2305,80,,,126750795.9,,
1,2305,85,,,133786105.3,,
1,2305,90,,,124789285.2,,
1,2305,95,,,88542956.68000001,,
1,2305,100,,,96011931.34,,
1,2305,all,1.0470666,99.60424,1561645532,22550048,18790492321
1,2310,0,,,22548156.6,,
1,2310,5,,,25213172.76,,
1,2310,10,,,28167075.17,,
1,2310,15,,,31425933.79,,
1,2310,20,,,35074292,,
1,2310,25,,,39097127.95,,
1,2310,30,,,43528344.87,,
1,2310,35,,,48394668.47,,
1,2310,40,,,53713657.11,,
1,2310,45,,,59514819.57,,
1,2310,50,,,65846754.54,,
1,2310,55,,,72724365.56,,
1,2310,60,,,80193845.59999999,,
1,2310,65,,,88341758.14,,
1,2310,70,,,97138991.78,,
1,2310,75,,,106566361,,
1,2310,80,,,116152004.6,,
1,2310,85,,,123223209.9,,
1,2310,90,,,115746678.9,,
1,2310,95,,,82772190.59,,
1,2310,100,,,90719508.73999999,,
1,2310,all,1.0408649,99.67804,1426102918,20136200,18810628520
1,2315,0,,,20134684.13,,
1,2315,5,,,22545251.04,,
1,2315,10,,,25211035.67,,
1,2315,15,,,28165998.47,,
1,2315,20,,,31425103.61,,
1,2315,25,,,35073143.65,,
1,2315,30,,,39095869.88,,
1,2315,35,,,43527606.49,,
1,2315,40,,,48393607.1,,
1,2315,45,,,53712136.16,,
1,2315,50,,,59512895.96,,
1,2315,55,,,65844358.5,,
1,2315,60,,,72722233.89,,
1,2315,65,,,80191584.2,,
1,2315,70,,,88338489.59999999,,
1,2315,75,,,97109293.45,,
1,2315,80,,,106185171.5,,
1,2315,85,,,113204440.1,,
1,2315,90,,,106930306,,
1,2315,95,,,76997988.69,,
1,2315,100,,,85394610.25,,
1,2315,all,1.0347476,99.74543,1299715808,17959714,18828588234
1,2320,0,,,17958427.65,,
1,2320,5,,,20132119.69,,
1,2320,10,,,22543343.64,,
1,2320,15,,,25210063.07,,
1,2320,20,,,28165277.96,,
1,2320,25,,,31424174.44,,
1,2320,30,,,35072242.2,,
1,2320,35,,,39095285.92,,
1,2320,40,,,43526644.8,,
1,2320,45,,,48392217.37,,
1,2320,50,,,53710375.78,,
1,2320,55,,,59510702.49,,
1,2320,60,,,65842410.04,,
1,2320,65,,,72720166.33,,
1,2320,70,,,80190041.43000001,,
1,2320,75,,,88315449.45,,
1,2320,80,,,96886110.22,,
1,2320,85,,,103759978.6,,
1,2320,90,,,98519412.42,,
1,2320,95,,,71323767.45,,
1,2320,100,,,79992894.37,,
1,2320,all,1.028939,99.804085,1182291105,16007942,18844596176
1,2325,0,,,16006797.7,,
1,2325,5,,,17956133.8,,
1,2325,10,,,20130410.67,,
1,2325,15,,,22542480.06,,
1,2325,20,,,25209428.92,,
1,2325,25,,,28164445.68,,
1,2325,30,,,31423401.16,,
1,2325,35,,,35071718.54,,
1,2325,40,,,39094410.54,,
1,2325,45,,,43525377.51,,
1,2325,50,,,48390609.61,,
1,2325,55,,,53708371.1,,
1,2325,60,,,59508924.08,,
1,2325,65,,,65840522.45,,
1,2325,70,,,72718762.92,,
1,2325,75,,,80172909.84999999,,
1,2325,80,,,88185559.98999999,,
1,2325,85,,,94919055.97,,
1,2325,90,,,90536498.56999999,,
1,2325,95,,,65865887.4,,
1,2325,100,,,74582645.65000001,,
1,2325,all,1.0234073,99.860504,1073554352,14259965,18858856141
1,2330,0,,,14258945.91,,
1,2330,5,,,16004748.2,,
1,2330,10,,,17954602.81,,
1,2330,15,,,20129635.8,,
1,2330,20,,,22541915.75,,
1,2330,25,,,25208684.45,,
1,2330,30,,,28163752.01,,
1,2330,35,,,31422929.18,,
1,2330,40,,,35070922.91,,
1,2330,45,,,39093256.92,,
1,2330,50,,,43523912.05,,
1,2330,55,,,48388780.91,,
1,2330,60,,,53706750.38,,
1,2330,65,,,59507203.12,,
1,2330,70,,,65839247.56,,
1,2330,75,,,72706450.02,,
1,2330,80,,,80100951.06,,
1,2330,85,,,86622280.31,,
1,2330,90,,,83028313.45,,
1,2330,95,,,60668251.43,,
1,2330,100,,,69219714.8,,
1,2330,all,1.0180508,99.895691,973161249,12693415,18871549556
1,2335,0,,,12692508.77,,
1,2335,5,,,14257117.53,,
1,2335,10,,,16003378.68,,
1,2335,15,,,17953908.53,,
1,2335,20,,,20129131.38,,
1,2335,25,,,22541250.53,,
1,2335,30,,,25208063.39,,
1,2335,35,,,28163326.46,,
1,2335,40,,,31422207.02,,
1,2335,45,,,35069874.29,,
1,2335,50,,,39091923.45,,
1,2335,55,,,43522247.04,,
1,2335,60,,,48387306.31,,
1,2335,65,,,53705183.6,,
1,2335,70,,,59506046.18,,
1,2335,75,,,65830649.84,,
1,2335,80,,,72653005.69,,
1,2335,85,,,78891481.44,,
1,2335,90,,,75988862.48,,
1,2335,95,,,55787507.48,,
1,2335,100,,,63760910.28,,
1,2335,all,1.0130213,99.927185,880565890.4,11290808,18882840364
1,2340,0,,,11290002.54,,
1,2340,5,,,12690879.06,,
1,2340,10,,,14255894.38,,
1,2340,15,,,16002757.72,,
1,2340,20,,,17953457.79,,
1,2340,25,,,20128537,,
1,2340,30,,,22540694.67,,
1,2340,35,,,25207680.35,,
1,2340,40,,,28162671.93,,
1,2340,45,,,31421255.23,,
1,2340,50,,,35068662.75,,
1,2340,55,,,39090410.11,,
1,2340,60,,,43520907.65,,
1,2340,65,,,48385882.08,,
1,2340,70,,,53704134.83,,
1,2340,75,,,59500253.44,,
1,2340,80,,,65792137.32,,
1,2340,85,,,71643813.95999999,,
1,2340,90,,,69331102.06,,
1,2340,95,,,51138588.03,,
1,2340,100,,,58673628.18,,
1,2340,all,1.0089784,99.958199,795503351.1,10042444,18892882808
1,2345,0,,,10041728.2,,
1,2345,5,,,11288551.94,,
1,2345,10,,,12689788.02,,
1,2345,15,,,14255339.65,,
1,2345,20,,,16002355.29,,
1,2345,25,,,17952927.28,,
1,2345,30,,,20128040.35,,
1,2345,35,,,22540350.5,,
1,2345,40,,,25207088.1,,
1,2345,45,,,28161809.34,,
1,2345,50,,,31420156.04,,
1,2345,55,,,35067289.37,,
1,2345,60,,,39089195.61,,
1,2345,65,,,43519615.15,,
1,2345,70,,,48384932.62,,
1,2345,75,,,53700492.27,,
1,2345,80,,,59472369.55,,
1,2345,85,,,64949687.17,,
1,2345,90,,,63089689.25,,
1,2345,95,,,46741542.45,,
1,2345,100,,,53859876.11,,
1,2345,all,1.0065323,99.982483,717562824.3,8937879,18901820687
1,2350,0,,,8937243.775,,
1,2350,5,,,10040438.75,,
1,2350,10,,,11287580.03,,
1,2350,15,,,12689293.05,,
1,2350,20,,,14254980.64,,
1,2350,25,,,16001882.08,,
1,2350,30,,,17952484.02,,
1,2350,35,,,20127731.64,,
1,2350,40,,,22539815.55,,
1,2350,45,,,25206307.59,,
1,2350,50,,,28160813.57,,
1,2350,55,,,31418911.54,,
1,2350,60,,,35066189.95,,
1,2350,65,,,39088024.71,,
1,2350,70,,,43518756.99,,
1,2350,75,,,48382910.48,,
1,2350,80,,,53678971.06,,
1,2350,85,,,58769162.68,,
1,2350,90,,,57297981.57,,
1,2350,95,,,42605291.21,,
1,2350,100,,,49269450.74,,
1,2350,all,1.0049678,99.991119,646294221.6,7955350,18909776037
1,2355,0,,,7954784.447,,
1,2355,5,,,8936098.242000001,,
1,2355,10,,,10039573.79,,
1,2355,15,,,11287138.96,,
1,2355,20,,,12688973.07,,
1,2355,25,,,14254558.8,,
1,2355,30,,,16001486.69,,
1,2355,35,,,17952207.43,,
1,2355,40,,,20127249.22,,
1,2355,45,,,22539110.58,,
1,2355,50,,,25205406.86,,
1,2355,55,,,28159687.52,,
1,2355,60,,,31417917.88,,
1,2355,65,,,35065130.98,,
1,2355,70,,,39087250.49,,
1,2355,75,,,43517900.61,,
1,2355,80,,,48366335.31,,
1,2355,85,,,53076262.33,,
1,2355,90,,,51899568.9,,
1,2355,95,,,38729050.37,,
1,2355,100,,,44927240.77,,
1,2355,all,1.0035478,99.995117,581232933.2,7076654,18916852691
1,2360,0,,,7076150.75,,
1,2360,5,,,7953765.195,,
1,2360,10,,,8935329.282,,
1,2360,15,,,10039180.97,,
1,2360,20,,,11286854.09,,
1,2360,25,,,12688597.36,,
1,2360,30,,,14254206.36,,
1,2360,35,,,16001239.06,,
1,2360,40,,,17951772.92,,
1,2360,45,,,20126613.39,,
1,2360,50,,,22538297.15,,
1,2360,55,,,25204389.31,,
1,2360,60,,,28158790.69,,
1,2360,65,,,31416961.63,,
1,2360,70,,,35064433.69,,
1,2360,75,,,39086478.76,,
1,2360,80,,,43505651.23,,
1,2360,85,,,47836048.8,,
1,2360,90,,,46897394.57,,
1,2360,95,,,35093363.93,,
1,2360,100,,,40891986.93,,
1,2360,all,1.0023198,99.998466,522007506.1,6292084,18923144775
1,2365,0,,,6291637.437,,
1,2365,5,,,7075245.179,,
1,2365,10,,,7953081.581,,
1,2365,15,,,8934979.877,,
1,2365,20,,,10038927.38,,
1,2365,25,,,11286519.85,,
1,2365,30,,,12688283.5,,
1,2365,35,,,14253984.86,,
1,2365,40,,,16000848.2,,
1,2365,45,,,17951200.1,,
1,2365,50,,,20125879.81,,
1,2365,55,,,22537378.79,,
1,2365,60,,,25203580.61,,
1,2365,65,,,28157928.36,,
1,2365,70,,,31416334.54,,
1,2365,75,,,35063739.43,,
1,2365,80,,,39077596.06,,
1,2365,85,,,43039700.18,,
1,2365,90,,,42291705.7,,
1,2365,95,,,31724669.4,,
1,2365,100,,,37116081.52,,
1,2365,all,1.0015117,99.999924,468229302.4,5594355,18928739130
1,2370,0,,,5593959.114,,
1,2370,5,,,6290833.981,,
1,2370,10,,,7074638.261,,
1,2370,15,,,7952771.142,,
1,2370,20,,,8934754.389,,
1,2370,25,,,10038630.06,,
1,2370,30,,,11286240.69,,
1,2370,35,,,12688085.6,,
1,2370,40,,,14253633.81,,
1,2370,45,,,16000332.86,,
1,2370,50,,,17950539.26,,
1,2370,55,,,20125052.07,,
1,2370,60,,,22536649.56,,
1,2370,65,,,25202803.53,,
1,2370,70,,,28157365.08,,
1,2370,75,,,31415710.8,,
1,2370,80,,,35057232.53,,
1,2370,85,,,38665830.02,,
1,2370,90,,,38068643.81,,
1,2370,95,,,28618243.95,,
1,2370,100,,,33602895.51,,
1,2370,all,1.0008056,100.00092,419514846,4973810,18933712940
1,2375,0,,,4973458.914,,
1,2375,5,,,5593247.048,,
1,2375,10,,,6290295.84,,
1,2375,15,,,7074362.789,,
1,2375,20,,,7952570.84,,
1,2375,25,,,8934489.984999999,,
1,2375,30,,,10038381.8,,
1,2375,35,,,11286064.12,,
1,2375,40,,,12687770.8,,
1,2375,45,,,14253170.9,,
1,2375,50,,,15999738.35,,
1,2375,55,,,17949794.08,,
1,2375,60,,,20124395.39,,
1,2375,65,,,22535948.38,,
1,2375,70,,,25202297.75,,
1,2375,75,,,28156805.35,,
1,2375,80,,,31411032.38,,
1,2375,85,,,34693304.53,,
1,2375,90,,,34214923.55,,
1,2375,95,,,25768349.19,,
1,2375,100,,,30347004.86,,
1,2375,all,1.0002115,100.00194,375487406.8,4423017.5,18938135957
1,2380,0,,,4422705.711,,
1,2380,5,,,4972828.285,,
1,2380,10,,,5592770.413,,
1,2380,15,,,6290051.682,,
1,2380,20,,,7074185.003,,
1,2380,25,,,7952335.562,,
1,2380,30,,,8934269.132999999,,
1,2380,35,,,10038224.41,,
1,2380,40,,,11285782.26,,
1,2380,45,,,12687355.63,,
1,2380,50,,,14252636.9,,
1,2380,55,,,15999068.33,,
1,2380,60,,,17949203.61,,
1,2380,65,,,20123763.73,,
1,2380,70,,,22535492.01,,
1,2380,75,,,25201795.82,,
1,2380,80,,,28153514.1,,
1,2380,85,,,31090042.3,,
1,2380,90,,,30713552.93,,
1,2380,95,,,23166765.55,,
1,2380,100,,,27343284.76,,
1,2380,all,1,100.00296,335779628.1,3934885.8,18942070843
1,2385,0,,,3934608.76,,
1,2385,5,,,4422146.362,,
1,2385,10,,,4972406.499,,
1,2385,15,,,5592554.248,,
1,2385,20,,,6289894.006,,
1,2385,25,,,7073975.743,,
1,2385,30,,,7952138.734,,
1,2385,35,,,8934128.882999999,,
1,2385,40,,,10037972.41,,
1,2385,45,,,11285410.46,,
1,2385,50,,,12686876.72,,
1,2385,55,,,14252035.36,,
1,2385,60,,,15998537.89,,
1,2385,65,,,17948635.52,,
1,2385,70,,,20123352.6,,
1,2385,75,,,22535039.17,,
1,2385,80,,,25199487.12,,
1,2385,85,,,27868637.83,,
1,2385,90,,,27535443.15,,
1,2385,95,,,20802703.26,,
1,2385,100,,,24587111.63,,
1,2385,all,1,100.00407,300033096.4,3500691.8,18945571535
1,2390,0,,,3500445.567,,
1,2390,5,,,3934111.689,,
1,2390,10,,,4421772.405,,
1,2390,15,,,4972215.321,,
1,2390,20,,,5592414.524,,
1,2390,25,,,6289707.956,,
1,2390,30,,,7073800.398,,
1,2390,35,,,7952013.679,,
1,2390,40,,,8933903.899,,
1,2390,45,,,10037639.95,,
1,2390,50,,,11284981.6,,
1,2390,55,,,12686337.46,,
1,2390,60,,,14251559.49,,
1,2390,65,,,15998027.58,,
1,2390,70,,,17948265.77,,
1,2390,75,,,20122944.65,,
1,2390,80,,,22533449.73,,
1,2390,85,,,24946642.58,,
1,2390,90,,,24689903.97,,
1,2390,95,,,18655729.35,,
1,2390,100,,,22070043.3,,
1,2390,all,1,100.00488,267895910.9,3113487.3,18948685022
1,2395,0,,,3113268.691,,
1,2395,5,,,3500004.025,,
