tfr_scenario,year,age,fertility,life_exp,population,births,births_cum
1.5,3270,all,1.5,100.00481,135068.8637,3767.7092,21469089685
1.5,3275,0,,,3767.533223,,
1.5,3275,5,,,3964.132318,,
1.5,3275,10,,,4171.117452,,
1.5,3275,15,,,4389.037729,,
1.5,3275,20,,,4618.376048,,
1.5,3275,25,,,4859.666063,,
1.5,3275,30,,,5113.579451,,
1.5,3275,35,,,5380.812501,,
1.5,3275,40,,,5661.974829,,
1.5,3275,45,,,5957.787045,,
1.5,3275,50,,,6269.019731,,
1.5,3275,55,,,6596.455144,,
1.5,3275,60,,,6941.003405,,
1.5,3275,65,,,7303.538088,,
1.5,3275,70,,,7685.078548,,
1.5,3275,75,,,8086.526515,,
1.5,3275,80,,,8508.405403999999,,
1.5,3275,85,,,8850.309447,,
1.5,3275,90,,,8243.83735,,
1.5,3275,95,,,5915.795639,,
1.5,3275,100,,,6072.91289,,
1.5,3275,all,1.5,100.00481,128356.8988,3580.5864,21469093266
1.5,3280,0,,,3580.419234,,
1.5,3280,5,,,3767.24621,,
1.5,3280,10,,,3963.942481,,
1.5,3280,15,,,4171.029733,,
1.5,3280,20,,,4388.966881,,
1.5,3280,25,,,4618.260983,,
1.5,3280,30,,,4859.550281,,
1.5,3280,35,,,5113.496408,,
1.5,3280,40,,,5380.678516,,
1.5,3280,45,,,5661.781314,,
1.5,3280,50,,,5957.536977,,
1.5,3280,55,,,6268.688672,,
1.5,3280,60,,,6596.101184,,
1.5,3280,65,,,6940.604589,,
1.5,3280,70,,,7303.167632,,
1.5,3280,75,,,7684.646892,,
1.5,3280,80,,,8085.538544,,
1.5,3280,85,,,8410.485358,,
1.5,3280,90,,,7834.551064,,
1.5,3280,95,,,5622.454022,,
1.5,3280,100,,,5769.593861,,
1.5,3280,all,1.5,100.00482,121978.7408,3402.7646,21469096669
1.5,3285,0,,,3402.60585,,
1.5,3285,5,,,3580.146828,,
1.5,3285,10,,,3767.066087,,
1.5,3285,15,,,3963.859266,,
1.5,3285,20,,,4170.962486,,
1.5,3285,25,,,4388.857536,,
1.5,3285,30,,,4618.150891,,
1.5,3285,35,,,4859.471252,,
1.5,3285,40,,,5113.368829,,
1.5,3285,45,,,5380.494225,,
1.5,3285,50,,,5661.54312,,
1.5,3285,55,,,5957.221544,,
1.5,3285,60,,,6268.351207,,
1.5,3285,65,,,6595.720857,,
1.5,3285,70,,,6940.251141,,
1.5,3285,75,,,7302.75575,,
1.5,3285,80,,,7683.705033,,
1.5,3285,85,,,7992.536339,,
1.5,3285,90,,,7445.601673,,
1.5,3285,95,,,5343.670543,,
1.5,3285,100,,,5481.43487,,
1.5,3285,all,1.5,100.00482,115917.7753,3233.7813,21469099902
1.5,3290,0,,,3233.630408,,
1.5,3290,5,,,3402.347308,,
1.5,3290,10,,,3579.975923,,
1.5,3290,15,,,3766.987144,,
1.5,3290,20,,,3963.795435,,
1.5,3290,25,,,4170.858575,,
1.5,3290,30,,,4388.752854,,
1.5,3290,35,,,4618.075681,,
1.5,3290,40,,,4859.349773,,
1.5,3290,45,,,5113.193324,,
1.5,3290,50,,,5380.26734,,
1.5,3290,55,,,5661.242573,,
1.5,3290,60,,,5956.899805,,
1.5,3290,65,,,6267.988511,,
1.5,3290,70,,,6595.383635,,
1.5,3290,75,,,6939.858126,,
1.5,3290,80,,,7301.857849,,
1.5,3290,85,,,7595.373552,,
1.5,3290,90,,,7075.977841,,
1.5,3290,95,,,5078.722095,,
1.5,3290,100,,,5207.677703,,
1.5,3290,all,1.5,100.00483,110158.2155,3073.1963,21469102976
1.5,3295,0,,,3073.053281,,
1.5,3295,5,,,3233.385025,,
1.5,3295,10,,,3402.185149,,
1.5,3295,15,,,3579.901032,,
1.5,3295,20,,,3766.926557,,
1.5,3295,25,,,3963.696689,,
1.5,3295,30,,,4170.759038,,
1.5,3295,35,,,4388.681278,,
1.5,3295,40,,,4617.96001,,
1.5,3295,45,,,4859.182634,,
1.5,3295,50,,,5112.97721,,
1.5,3295,55,,,5379.980977,,
1.5,3295,60,,,5660.935826,,
1.5,3295,65,,,5956.553921,,
1.5,3295,70,,,6267.66677,,
1.5,3295,75,,,6595.008624,,
1.5,3295,80,,,6939.00213,,
1.5,3295,85,,,7217.9624,,
1.5,3295,90,,,6724.718566,,
1.5,3295,95,,,4826.921518,,
1.5,3295,100,,,4947.602091,,
1.5,3295,all,1.5,100.00483,104685.0607,2920.5925,21469105896
1.5,3300,0,,,2920.456723,,
1.5,3300,5,,,3072.820386,,
1.5,3300,10,,,3233.231164,,
1.5,3300,15,,,3402.114103,,
1.5,3300,20,,,3579.843523,,
1.5,3300,25,,,3766.832718,,
1.5,3300,30,,,3963.602043,,
1.5,3300,35,,,4170.69092,,
1.5,3300,40,,,4388.571138,,
1.5,3300,45,,,4617.800838,,
1.5,3300,50,,,4858.976779,,
1.5,3300,55,,,5112.704361,,
1.5,3300,60,,,5379.688523,,
1.5,3300,65,,,5660.605976,,
1.5,3300,70,,,5956.246951,,
1.5,3300,75,,,6267.308938,,
1.5,3300,80,,,6594.192575,,
1.5,3300,85,,,6859.319819,,
1.5,3300,90,,,6390.910672,,
1.5,3300,95,,,4587.61581,,
1.5,3300,100,,,4700.523811,,
1.5,3300,all,1.5,100.00483,99484.05777,2775.5728,21469108672
1.5,3305,0,,,2775.443787,,
1.5,3305,5,,,2920.235681,,
1.5,3305,10,,,3072.674398,,
1.5,3305,15,,,3233.163765,,
1.5,3305,20,,,3402.059515,,
1.5,3305,25,,,3579.754347,,
1.5,3305,30,,,3766.742722,,
1.5,3305,35,,,3963.537216,,
1.5,3305,40,,,4170.586046,,
1.5,3305,45,,,4388.419552,,
1.5,3305,50,,,4617.604755,,
1.5,3305,55,,,4858.716805,,
1.5,3305,60,,,5112.425534,,
1.5,3305,65,,,5379.373962,,
1.5,3305,70,,,5660.313098,,
1.5,3305,75,,,5955.90551,,
1.5,3305,80,,,6266.530971,,
1.5,3305,85,,,6518.511712,,
1.5,3305,90,,,6073.686426,,
1.5,3305,95,,,4360.184425,,
1.5,3305,100,,,4465.792881,,
1.5,3305,all,1.5,100.00484,94541.66310999999,2637.7598,21469111310
1.5,3310,0,,,2637.637284,,
1.5,3310,5,,,2775.233994,,
1.5,3310,10,,,2920.097163,,
1.5,3310,15,,,3072.610458,,
1.5,3310,20,,,3233.11195,,
1.5,3310,25,,,3401.97477,,
1.5,3310,30,,,3579.668773,,
1.5,3310,35,,,3766.681027,,
1.5,3310,40,,,3963.437355,,
1.5,3310,45,,,4170.441684,,
1.5,3310,50,,,4388.232777,,
1.5,3310,55,,,4617.357048,,
1.5,3310,60,,,4858.450969,,
1.5,3310,65,,,5112.125552,,
1.5,3310,70,,,5379.094529,,
1.5,3310,75,,,5659.987297,,
1.5,3310,80,,,5955.163846,,
1.5,3310,85,,,6194.650509,,
1.5,3310,90,,,5772.221278,,
1.5,3310,95,,,4144.037667,,
1.5,3310,100,,,4242.791846,,
1.5,3310,all,1.5,100.00484,89845.00778,2506.7952,21469113816
1.5,3315,0,,,2506.678801,,
1.5,3315,5,,,2637.438167,,
1.5,3315,10,,,2775.102564,,
1.5,3315,15,,,2920.036505,,
1.5,3315,20,,,3072.561276,,
1.5,3315,25,,,3233.031416,,
1.5,3315,30,,,3401.893399,,
1.5,3315,35,,,3579.610058,,
1.5,3315,40,,,3766.58594,,
1.5,3315,45,,,3963.299873,,
1.5,3315,50,,,4170.263774,,
1.5,3315,55,,,4387.996757,,
1.5,3315,60,,,4617.103596,,
1.5,3315,65,,,4858.164891,,
1.5,3315,70,,,5111.858946,,
1.5,3315,75,,,5378.783652,,
1.5,3315,80,,,5659.280241,,
1.5,3315,85,,,5886.892845,,
1.5,3315,90,,,5485.731706,,
1.5,3315,95,,,3938.615143,,
1.5,3315,100,,,4030.934147,,
1.5,3315,all,1.5,100.00484,85381.8637,2382.3381,21469116199
1.5,3320,0,,,2382.227765,,
1.5,3320,5,,,2506.489817,,
1.5,3320,10,,,2637.313463,,
1.5,3320,15,,,2775.04502,,
1.5,3320,20,,,2919.989821,,
1.5,3320,25,,,3072.484742,,
1.5,3320,30,,,3232.954042,,
1.5,3320,35,,,3401.837521,,
1.5,3320,40,,,3579.519516,,
1.5,3320,45,,,3766.455009,,
1.5,3320,50,,,3963.130407,,
1.5,3320,55,,,4170.03889,,
1.5,3320,60,,,4387.755113,,
1.5,3320,65,,,4616.830777,,
1.5,3320,70,,,4857.910523,,
1.5,3320,75,,,5111.56231,,
1.5,3320,80,,,5378.109587,,
1.5,3320,85,,,5594.437357,,
1.5,3320,90,,,5213.473176,,
1.5,3320,95,,,3743.384317,,
1.5,3320,100,,,3829.662578,,
1.5,3320,all,1.5,100.00484,81140.61175,2264.0654,21469118463
1.5,3325,0,,,2263.960552,,
1.5,3325,5,,,2382.048398,,
1.5,3325,10,,,2506.371494,,
1.5,3325,15,,,2637.258872,,
1.5,3325,20,,,2775.000707,,
1.5,3325,25,,,2919.91709,,
1.5,3325,30,,,3072.411169,,
1.5,3325,35,,,3232.900863,,
1.5,3325,40,,,3401.751307,,
1.5,3325,45,,,3579.394825,,
1.5,3325,50,,,3766.293586,,
1.5,3325,55,,,3962.916132,,
1.5,3325,60,,,4169.808502,,
1.5,3325,65,,,4387.494937,,
1.5,3325,70,,,4616.588086,,
1.5,3325,75,,,4857.627475,,
1.5,3325,80,,,5110.919696,,
1.5,3325,85,,,5316.522593,,
1.5,3325,90,,,4954.738198,,
1.5,3325,95,,,3557.839117,,
1.5,3325,100,,,3638.447811,,
1.5,3325,all,1.5,100.00485,77110.21141,2151.6692,21469120614
1.5,3330,0,,,2151.569648,,
1.5,3330,5,,,2263.790313,,
1.5,3330,10,,,2381.936129,,
1.5,3330,15,,,2506.319705,,
1.5,3330,20,,,2637.216809,,
1.5,3330,25,,,2774.931588,,
1.5,3330,30,,,2919.84713,,
1.5,3330,35,,,3072.360558,,
1.5,3330,40,,,3232.818769,,
1.5,3330,45,,,3401.632557,,
1.5,3330,50,,,3579.241062,,
1.5,3330,55,,,3766.08942,,
1.5,3330,60,,,3962.696477,,
1.5,3330,65,,,4169.560384,,
1.5,3330,70,,,4387.263386,,
1.5,3330,75,,,4616.318003,,
1.5,3330,80,,,4857.014843,,
1.5,3330,85,,,5052.42502,,
1.5,3330,90,,,4708.854484,,
1.5,3330,95,,,3381.498622,,
1.5,3330,100,,,3456.787004,,
1.5,3330,all,1.5,100.00485,73280.17191,2044.8574,21469122659
1.5,3335,0,,,2044.762842,,
1.5,3335,5,,,2151.408072,,
1.5,3335,10,,,2263.683788,,
1.5,3335,15,,,2381.886998,,
1.5,3335,20,,,2506.279779,,
1.5,3335,25,,,2637.151124,,
1.5,3335,30,,,2774.865064,,
1.5,3335,35,,,2919.798963,,
1.5,3335,40,,,3072.282388,,
1.5,3335,45,,,3232.705677,,
1.5,3335,50,,,3401.486091,,
1.5,3335,55,,,3579.046526,,
1.5,3335,60,,,3765.879995,,
1.5,3335,65,,,3962.459856,,
1.5,3335,70,,,4169.339461,,
1.5,3335,75,,,4387.005675,,
1.5,3335,80,,,4615.733953,,
1.5,3335,85,,,4801.457138,,
1.5,3335,90,,,4475.183195,,
1.5,3335,95,,,3213.905808,,
1.5,3335,100,,,3284.202475,,
1.5,3335,all,1.5,100.00486,69640.52486999999,1943.3523,21469124603
1.5,3340,0,,,1943.262465,,
1.5,3340,5,,,2044.609487,,
1.5,3340,10,,,2151.306997,,
1.5,3340,15,,,2263.637179,,
1.5,3340,20,,,2381.849099,,
1.5,3340,25,,,2506.217355,,
1.5,3340,30,,,2637.087867,,
1.5,3340,35,,,2774.819223,,
1.5,3340,40,,,2919.724528,,
1.5,3340,45,,,3072.174684,,
1.5,3340,50,,,3232.566161,,
1.5,3340,55,,,3401.300731,,
1.5,3340,60,,,3578.846857,,
1.5,3340,65,,,3765.654339,,
1.5,3340,70,,,3962.249074,,
1.5,3340,75,,,4169.093554,,
1.5,3340,80,,,4386.448873,,
1.5,3340,85,,,4562.965677,,
1.5,3340,90,,,4253.117271,,
1.5,3340,95,,,3054.626365,,
1.5,3340,100,,,3120.24044,,
1.5,3340,all,1.5,100.00486,66181.79823,1846.8899,21469126450
1.5,3345,0,,,1846.804666,,
1.5,3345,5,,,1943.116913,,
1.5,3345,10,,,2044.513584,,
1.5,3345,15,,,2151.262781,,
1.5,3345,20,,,2263.601204,,
1.5,3345,25,,,2381.789775,,
1.5,3345,30,,,2506.157204,,
1.5,3345,35,,,2637.044239,,
1.5,3345,40,,,2774.748345,,
1.5,3345,45,,,2919.621956,,
1.5,3345,50,,,3072.041788,,
1.5,3345,55,,,3232.389544,,
1.5,3345,60,,,3401.110361,,
1.5,3345,65,,,3578.631657,,
1.5,3345,70,,,3765.453233,,
1.5,3345,75,,,3962.014431,,
1.5,3345,80,,,4168.562728,,
1.5,3345,85,,,4336.329901,,
1.5,3345,90,,,4042.079855,,
1.5,3345,95,,,2903.24756,,
1.5,3345,100,,,2964.469818,,
1.5,3345,all,1.5,100.00487,62894.99154,1755.2197,21469128205
1.5,3350,0,,,1755.138724,,
1.5,3350,5,,,1846.666521,,
1.5,3350,10,,,1943.025917,,
1.5,3350,15,,,2044.471637,,
1.5,3350,20,,,2151.228633,,
1.5,3350,25,,,2263.544827,,
1.5,3350,30,,,2381.732578,,
1.5,3350,35,,,2506.115683,,
1.5,3350,40,,,2636.976748,,
1.5,3350,45,,,2774.650659,,
1.5,3350,50,,,2919.495365,,
1.5,3350,55,,,3071.873501,,
1.5,3350,60,,,3232.20804,,
1.5,3350,65,,,3400.905133,,
1.5,3350,70,,,3578.439781,,
1.5,3350,75,,,3765.229337,,
1.5,3350,80,,,3961.508367,,
1.5,3350,85,,,4120.959977,,
1.5,3350,90,,,3841.522787,,
1.5,3350,95,,,2759.377171,,
1.5,3350,100,,,2816.481094,,
1.5,3350,all,1.5,100.00487,59771.55248,1668.1033,21469129873
1.5,3355,0,,,1668.026396,,
1.5,3355,5,,,1755.007608,,
1.5,3355,10,,,1846.58018,,
1.5,3355,15,,,1942.986123,,
1.5,3355,20,,,2044.439223,,
1.5,3355,25,,,2151.175054,,
1.5,3355,30,,,2263.490437,,
1.5,3355,35,,,2381.693061,,
1.5,3355,40,,,2506.051417,,
1.5,3355,45,,,2636.883716,,
1.5,3355,50,,,2774.530074,,
1.5,3355,55,,,2919.335014,,
1.5,3355,60,,,3071.70045,,
1.5,3355,65,,,3232.012321,,
1.5,3355,70,,,3400.722063,,
1.5,3355,75,,,3578.226141,,
1.5,3355,80,,,3764.74688,,
1.5,3355,85,,,3916.295444,,
1.5,3355,90,,,3650.925172,,
1.5,3355,95,,,2622.642463,,
1.5,3355,100,,,2675.885239,,
1.5,3355,all,1.5,100.00487,56803.35447,1585.3143,21469131458
1.5,3360,0,,,1585.24129,,
1.5,3360,5,,,1667.901951,,
1.5,3360,10,,,1754.925685,,
1.5,3360,15,,,1846.542428,,
1.5,3360,20,,,1942.955354,,
1.5,3360,25,,,2044.388304,,
1.5,3360,30,,,2151.123335,,
1.5,3360,35,,,2263.452828,,
1.5,3360,40,,,2381.631866,,
1.5,3360,45,,,2505.962816,,
1.5,3360,50,,,2636.768851,,
1.5,3360,55,,,2774.377285,,
1.5,3360,60,,,2919.170022,,
1.5,3360,65,,,3071.513798,,
1.5,3360,70,,,3231.837654,,
1.5,3360,75,,,3400.518209,,
1.5,3360,80,,,3577.766188,,
1.5,3360,85,,,3721.803742,,
1.5,3360,90,,,3469.792027,,
1.5,3360,95,,,2492.689219,,
1.5,3360,100,,,2542.312687,,
1.5,3360,all,1.5,100.00488,53982.67554,1506.6376,21469132965
1.5,3365,0,,,1506.56828,,
1.5,3365,5,,,1585.123177,,
1.5,3365,10,,,1667.824219,,
1.5,3365,15,,,1754.88987,,
1.5,3365,20,,,1846.513221,,
1.5,3365,25,,,1942.906963,,
1.5,3365,30,,,2044.339123,,
1.5,3365,35,,,2151.087541,,
1.5,3365,40,,,2263.394557,,
1.5,3365,45,,,2381.547485,,
1.5,3365,50,,,2505.8534,,
1.5,3365,55,,,2636.623267,,
1.5,3365,60,,,2774.219976,,
1.5,3365,65,,,2918.992018,,
1.5,3365,70,,,3071.347148,,
1.5,3365,75,,,3231.643137,,
1.5,3365,80,,,3400.07971,,
1.5,3365,85,,,3536.978827,,
1.5,3365,90,,,3297.65299,,
1.5,3365,95,,,2369.18082,,
1.5,3365,100,,,2415.412357,,
1.5,3365,all,1.5,100.00488,51302.17809,1431.8688,21469134397
1.5,3370,0,,,1431.802945,,
1.5,3370,5,,,1506.456177,,
1.5,3370,10,,,1585.049421,,
1.5,3370,15,,,1667.790242,,
1.5,3370,20,,,1754.862146,,
1.5,3370,25,,,1846.467232,,
1.5,3370,30,,,1942.860196,,
1.5,3370,35,,,2044.305057,,
1.5,3370,40,,,2151.032053,,
1.5,3370,45,,,2263.314194,,
1.5,3370,50,,,2381.443259,,
1.5,3370,55,,,2505.714681,,
1.5,3370,60,,,2636.473283,,
1.5,3370,65,,,2774.050218,,
1.5,3370,70,,,2918.833016,,
1.5,3370,75,,,3071.16154,,
1.5,3370,80,,,3231.22509,,
1.5,3370,85,,,3361.339846,,
1.5,3370,90,,,3134.061093,,
1.5,3370,95,,,2251.797372,,
1.5,3370,100,,,2294.850731,,
1.5,3370,all,1.5,100.00488,48754.8898,1360.8135,21469135758
1.5,3375,0,,,1360.751033,,
1.5,3375,5,,,1431.696546,,
1.5,3375,10,,,1506.386195,,
1.5,3375,15,,,1585.017189,,
1.5,3375,20,,,1667.763925,,
1.5,3375,25,,,1754.81844,,
1.5,3375,30,,,1846.422761,,
1.5,3375,35,,,1942.827774,,
1.5,3375,40,,,2044.252221,,
1.5,3375,45,,,2150.955518,,
1.5,3375,50,,,2263.214912,,
1.5,3375,55,,,2381.311081,,
1.5,3375,60,,,2505.57168,,
1.5,3375,65,,,2636.311389,,
1.5,3375,70,,,2773.898514,,
1.5,3375,75,,,2918.65591,,
1.5,3375,80,,,3070.762991,,
1.5,3375,85,,,3194.429885,,
1.5,3375,90,,,2978.591598,,
1.5,3375,95,,,2140.234871,,
1.5,3375,100,,,2180.310972,,
1.5,3375,all,1.5,100.00488,46334.1854,1293.2874,21469137051
1.5,3380,0,,,1293.227955,,
1.5,3380,5,,,1360.650046,,
1.5,3380,10,,,1431.630144,,
1.5,3380,15,,,1506.355616,,
1.5,3380,20,,,1584.992207,,
1.5,3380,25,,,1667.722388,,
1.5,3380,30,,,1754.776151,,
1.5,3380,35,,,1846.391904,,
1.5,3380,40,,,1942.777462,,
1.5,3380,45,,,2044.179331,,
1.5,3380,50,,,2150.860945,,
1.5,3380,55,,,2263.088966,,
1.5,3380,60,,,2381.174738,,
1.5,3380,65,,,2505.417286,,
1.5,3380,70,,,2636.166648,,
1.5,3380,75,,,2773.72952,,
1.5,3380,80,,,2918.275949,,
1.5,3380,85,,,3035.814774,,
1.5,3380,90,,,2830.840891,,
1.5,3380,95,,,2034.204414,,
1.5,3380,100,,,2071.492091,,
1.5,3380,all,1.5,100.00489,44033.76942,1229.1146,21469138280
1.5,3385,0,,,1229.058306,,
1.5,3385,5,,,1293.132106,,
1.5,3385,10,,,1360.587041,,
1.5,3385,15,,,1431.601134,,
1.5,3385,20,,,1506.331903,,
1.5,3385,25,,,1584.952732,,
1.5,3385,30,,,1667.682175,,
1.5,3385,35,,,1754.746783,,
1.5,3385,40,,,1846.343994,,
1.5,3385,45,,,1942.708043,,
1.5,3385,50,,,2044.089242,,
1.5,3385,55,,,2150.740936,,
1.5,3385,60,,,2262.958971,,
1.5,3385,65,,,2381.027496,,
1.5,3385,70,,,2505.279187,,
1.5,3385,75,,,2636.005394,,
1.5,3385,80,,,2773.367279,,
1.5,3385,85,,,2885.081958,,
1.5,3385,90,,,2690.425431,,
1.5,3385,95,,,1933.43145,,
1.5,3385,100,,,1968.108153,,
1.5,3385,all,1.5,100.00489,41847.65971,1168.1289,21469139448
1.5,3390,0,,,1168.075407,,
1.5,3390,5,,,1228.967333,,
1.5,3390,10,,,1293.072324,,
1.5,3390,15,,,1360.559521,,
1.5,3390,20,,,1431.578624,,
1.5,3390,25,,,1506.294386,,
1.5,3390,30,,,1584.914491,,
1.5,3390,35,,,1667.654224,,
1.5,3390,40,,,1754.701162,,
1.5,3390,45,,,1846.277881,,
1.5,3390,50,,,1942.622227,,
1.5,3390,55,,,2043.974891,,
1.5,3390,60,,,2150.616993,,
1.5,3390,65,,,2262.818549,,
1.5,3390,70,,,2380.895735,,
1.5,3390,75,,,2505.125319,,
1.5,3390,80,,,2635.660045,,
1.5,3390,85,,,2741.839413,,
1.5,3390,90,,,2556.980751,,
1.5,3390,95,,,1837.655064,,
1.5,3390,100,,,1869.887525,,
1.5,3390,all,1.5,100.0049,39770.17186,1110.1716,21469140558
1.5,3395,0,,,1110.120871,,
1.5,3395,5,,,1167.989063,,
1.5,3395,10,,,1228.91061,,
1.5,3395,15,,,1293.046216,,
1.5,3395,20,,,1360.538153,,
1.5,3395,25,,,1431.542969,,
1.5,3395,30,,,1506.258022,,
1.5,3395,35,,,1584.887889,,
1.5,3395,40,,,1667.610781,,
1.5,3395,45,,,1754.638196,,
1.5,3395,50,,,1846.196134,,
1.5,3395,55,,,1942.513266,,
1.5,3395,60,,,2043.856718,,
1.5,3395,65,,,2150.483075,,
1.5,3395,70,,,2262.692835,,
1.5,3395,75,,,2380.748914,,
1.5,3395,80,,,2504.796075,,
1.5,3395,85,,,2605.71463,,
1.5,3395,90,,,2430.160506,,
1.5,3395,95,,,1746.627301,,
1.5,3395,100,,,1776.572158,,
1.5,3395,all,1.5,100.0049,37795.90438,1055.0924,21469141613
1.5,3400,0,,,1055.044187,,
1.5,3400,5,,,1110.038919,,
1.5,3400,10,,,1167.935241,,
1.5,3400,15,,,1228.885841,,
1.5,3400,20,,,1293.025932,,
1.5,3400,25,,,1360.504267,,
1.5,3400,30,,,1431.508389,,
1.5,3400,35,,,1506.232703,,
1.5,3400,40,,,1584.846521,,
1.5,3400,45,,,1667.550814,,
1.5,3400,50,,,1754.560326,,
1.5,3400,55,,,1846.092309,,
1.5,3400,60,,,1942.400593,,
1.5,3400,65,,,2043.729003,,
1.5,3400,70,,,2150.36313,,
1.5,3400,75,,,2262.552738,,
1.5,3400,80,,,2380.435023,,
1.5,3400,85,,,2476.353641,,
1.5,3400,90,,,2309.635575,,
1.5,3400,95,,,1660.112521,,
1.5,3400,100,,,1687.91691,,
1.5,3400,all,1.5,100.00491,35919.72458,1002.7481,21469142616
1.5,3405,0,,,1002.702333,,
1.5,3405,5,,,1054.966404,,
1.5,3405,10,,,1109.98785,,
1.5,3405,15,,,1167.911743,,
1.5,3405,20,,,1228.866587,,
1.5,3405,25,,,1292.993727,,
1.5,3405,30,,,1360.471383,,
1.5,3405,35,,,1431.484291,,
1.5,3405,40,,,1506.193311,,
1.5,3405,45,,,1584.789409,,
1.5,3405,50,,,1667.476636,,
1.5,3405,55,,,1754.461395,,
1.5,3405,60,,,1845.984882,,
1.5,3405,65,,,1942.278794,,
1.5,3405,70,,,2043.614562,,
1.5,3405,75,,,2150.229451,,
1.5,3405,80,,,2262.253484,,
1.5,3405,85,,,2353.420093,,
1.5,3405,90,,,2195.093201,,
1.5,3405,95,,,1577.886788,,
1.5,3405,100,,,1603.688895,,
1.5,3405,all,1.5,100.00491,34136.75522,953.00287,21469143569
1.5,3410,0,,,952.9593983,,
1.5,3410,5,,,1002.628507,,
1.5,3410,10,,,1054.917948,,
1.5,3410,15,,,1109.965559,,
1.5,3410,20,,,1167.893466,,
1.5,3410,25,,,1228.835979,,
1.5,3410,30,,,1292.962456,,
1.5,3410,35,,,1360.448447,,
1.5,3410,40,,,1431.44678,,
1.5,3410,45,,,1506.138917,,
1.5,3410,50,,,1584.718748,,
1.5,3410,55,,,1667.382367,,
1.5,3410,60,,,1754.358967,,
1.5,3410,65,,,1845.868723,,
1.5,3410,70,,,1942.169605,,
1.5,3410,75,,,2043.487005,,
1.5,3410,80,,,2149.94415,,
1.5,3410,85,,,2236.594373,,
1.5,3410,90,,,2086.236179,,
1.5,3410,95,,,1499.737285,,
1.5,3410,100,,,1523.666875,,
1.5,3410,all,1.5,100.00491,32442.36173,905.72754,21469144475
1.5,3415,0,,,905.6862341999999,,
1.5,3415,5,,,952.8893282,,
1.5,3415,10,,,1002.582529,,
1.5,3415,15,,,1054.8968,,
1.5,3415,20,,,1109.948208,,
1.5,3415,25,,,1167.864376,,
1.5,3415,30,,,1228.806242,,
1.5,3415,35,,,1292.940627,,
1.5,3415,40,,,1360.412728,,
1.5,3415,45,,,1431.394976,,
1.5,3415,50,,,1506.071606,,
1.5,3415,55,,,1584.628922,,
1.5,3415,60,,,1667.284707,,
1.5,3415,65,,,1754.248188,,
1.5,3415,70,,,1845.764544,,
1.5,3415,75,,,1942.04789,,
1.5,3415,80,,,2043.215006,,
1.5,3415,85,,,2125.572776,,
1.5,3415,90,,,1982.782078,,
1.5,3415,95,,,1425.461765,,
1.5,3415,100,,,1447.640677,,
1.5,3415,all,1.5,100.00491,30832.14021,860.79932,21469145336
1.5,3420,0,,,860.7601134,,
1.5,3420,5,,,905.6197285,,
1.5,3420,10,,,952.8457021,,
1.5,3420,15,,,1002.562466,,
1.5,3420,20,,,1054.88033,,
1.5,3420,25,,,1109.920561,,
1.5,3420,30,,,1167.836098,,
1.5,3420,35,,,1228.785466,,
1.5,3420,40,,,1292.906613,,
1.5,3420,45,,,1360.36339,,
1.5,3420,50,,,1431.330856,,
1.5,3420,55,,,1505.986013,,
1.5,3420,60,,,1584.535807,,
1.5,3420,65,,,1667.179058,,
1.5,3420,70,,,1754.14879,,
1.5,3420,75,,,1845.648404,,
1.5,3420,80,,,1941.788573,,
1.5,3420,85,,,2020.066706,,
1.5,3420,90,,,1884.462512,,
1.5,3420,95,,,1354.868024,,
1.5,3420,100,,,1375.410635,,
1.5,3420,all,1.5,100.00492,29301.90585,818.10162,21469146154
1.5,3425,0,,,818.0644125,,
1.5,3425,5,,,860.6969907,,
1.5,3425,10,,,905.5783339,,
1.5,3425,15,,,952.8266689,,
1.5,3425,20,,,1002.546832,,
1.5,3425,25,,,1054.854054,,
1.5,3425,30,,,1109.89367,,
1.5,3425,35,,,1167.816323,,
1.5,3425,40,,,1228.753076,,
1.5,3425,45,,,1292.859623,,
1.5,3425,50,,,1360.302309,,
1.5,3425,55,,,1431.249296,,
1.5,3425,60,,,1505.897232,,
1.5,3425,65,,,1584.43505,,
1.5,3425,70,,,1667.084221,,
1.5,3425,75,,,1754.037969,,
1.5,3425,80,,,1845.401177,,
1.5,3425,85,,,1919.801933,,
1.5,3425,90,,,1791.022435,,
1.5,3425,95,,,1287.773402,,
1.5,3425,100,,,1306.787067,,
1.5,3425,all,1.5,100.00492,27847.68208,777.52368,21469146931
1.5,3430,0,,,777.4883079,,
1.5,3430,5,,,818.0045007,,
1.5,3430,10,,,860.6577135,,
1.5,3430,15,,,905.5602773000001,,
1.5,3430,20,,,952.8118271,,
1.5,3430,25,,,1002.521859,,
1.5,3430,30,,,1054.828481,,
1.5,3430,35,,,1109.874849,,
1.5,3430,40,,,1167.78548,,
1.5,3430,45,,,1228.708323,,
1.5,3430,50,,,1292.801438,,
1.5,3430,55,,,1360.224592,,
1.5,3430,60,,,1431.164647,,
1.5,3430,65,,,1505.801141,,
1.5,3430,70,,,1584.344565,,
1.5,3430,75,,,1666.978475,,
1.5,3430,80,,,1753.802267,,
1.5,3430,85,,,1824.51787,,
1.5,3430,90,,,1702.219483,,
1.5,3430,95,,,1224.004309,,
1.5,3430,100,,,1241.589776,,
1.5,3430,all,1.5,100.00493,26465.69018,738.96008,21469147670
1.5,3435,0,,,738.9264866,,
1.5,3435,5,,,777.4314435,,
